,ncIdentifier,prIdentifier,interaction
3849,n370995,Q9HCE1,1
3850,n406899,Q9HCE1,1
3851,n386448,Q01844,1
3852,n379459,Q9UKV8,1
3853,n346167,Q9NZI8,1
3854,n380489,Q9UL18,1
3855,n380489,Q9UKV8,1
3856,n380489,Q9H9G7,1
3857,n380489,Q9HCK5,1
3858,n407573,Q15717,1
3859,n344530,Q9NZI8,1
3860,n382982,Q07955,1
3861,n369512,Q9NZI8,1
3862,n370618,Q15717,1
3863,n345232,Q9UL18,1
3864,n345232,Q9UKV8,1
3865,n345232,Q9H9G7,1
3866,n345232,Q9HCK5,1
3867,n407473,Q15717,1
3868,n379466,Q15717,1
3869,n377799,Q9HCE1,1
3870,n409672,Q15717,1
3871,n387712,Q07955,1
3872,n384770,Q8NDV7,1
3873,n384770,Q9UPQ9,1
3874,n384770,Q9HCJ0,1
3875,n381846,O00425,1
3876,n410462,Q49AS9,1
3877,n406194,P26599,1
3878,n378503,Q9Y6M1,1
3879,n410523,O00425,1
3880,n345641,O00425,1
3881,n344800,O00425,1
3882,n383172,Q49AS9,1
3883,n345912,Q07955,1
3884,n345524,Q15717,1
3885,n346492,Q07955,1
3886,n376189,Q15717,1
3887,n381623,Q9UKV8,1
3888,n411681,Q07955,1
3889,n381885,O00425,1
3890,n384227,Q9Y6M1,1
3891,n410904,Q9NZI8,1
3892,n376207,Q86X94,1
3893,n364181,Q13148,1
3894,n410638,Q9HCE1,1
3895,n374530,Q9NZI8,1
3896,n408189,Q15717,1
3897,n346101,Q9Y6M1,1
3898,n407442,Q8NDV7,1
3899,n407442,Q9UPQ9,1
3900,n407442,Q9HCJ0,1
3901,n381464,P26599,1
3902,n379927,P35637,1
3903,n345421,P35637,1
3904,n344760,Q49AS9,1
3905,n387060,P31483,1
3906,n409149,Q8NDV7,1
3907,n409149,Q9UPQ9,1
3908,n409149,Q9HCJ0,1
3909,n346094,Q9Y6M1,1
3910,n386480,Q9NZI8,1
3911,n346528,Q9NZI8,1
3912,n386682,P35637,1
3913,n385039,Q15717,1
3914,n379293,Q49AS9,1
3915,n384422,O00425,1
3916,n378094,Q15717,1
3917,n387106,Q9Y6M1,1
3918,n383327,Q49AS9,1
3919,n372953,Q9NZI8,1
3920,n377290,Q49AS9,1
3921,n386538,Q07955,1
3922,n376398,Q15717,1
3923,n407311,Q15717,1
3924,n385229,Q15717,1
3925,n381041,O00425,1
3926,n344574,Q15717,1
3927,n406796,Q15717,1
3928,n407573,Q15717,1
3929,n381623,Q9UKV8,1
3930,n409756,P35637,1
3931,n345516,Q13148,1
3932,n377717,Q9UKV8,1
3933,n379304,Q15717,1
3934,n378726,Q13148,1
3935,n379841,Q07955,1
3936,n406328,Q07955,1
3937,n344705,Q49AS9,1
3938,n381970,P35637,1
3939,n368637,Q13148,1
3940,n367774,Q49AS9,1
3941,n379406,Q86X94,1
3942,n380659,Q13148,1
3943,n387280,O00425,1
3944,n381280,P35637,1
3945,n375630,Q07955,1
3946,n345641,Q9Y6M1,1
3947,n379637,Q9UKV8,1
3948,n382918,Q13148,1
3949,n344649,O00425,1
3950,n406480,Q8NDV7,1
3951,n406480,Q9UPQ9,1
3952,n406480,Q9HCJ0,1
3953,n410143,Q15717,1
3954,n384325,P35637,1
3955,n380500,P31483,1
3956,n374497,Q9Y6M1,1
3957,n387063,P35637,1
3958,n370698,Q49AS9,1
3959,n385425,Q15717,1
3960,n381351,Q9UL18,1
3961,n381351,Q9UKV8,1
3962,n381351,Q9H9G7,1
3963,n381351,Q9HCK5,1
3964,n364975,Q49AS9,1
3965,n379454,Q15717,1
3966,n345807,Q15717,1
3967,n406195,O00425,1
3968,n381793,O00425,1
3969,n384011,P26599,1
3970,n385511,P35637,1
3971,n408349,Q07955,1
3972,n345173,Q49AS9,1
3973,n344736,Q13148,1
3974,n377683,Q15717,1
3975,n409179,O00425,1
3976,n406475,Q49AS9,1
3977,n405439,Q9HCE1,1
3978,n370058,Q15717,1
3979,n405607,Q15717,1
3980,n345185,Q15717,1
3981,n375097,Q15717,1
3982,n345068,Q49AS9,1
3983,n386209,P35637,1
3984,n345800,Q9Y6M1,1
3985,n377873,B7ZL34,1
3986,n379927,P35637,1
3987,n384625,O00425,1
3988,n384209,Q15717,1
3989,n405569,O00425,1
3990,n385468,Q9NZI8,1
3991,n344791,Q07955,1
3992,n346189,Q13148,1
3993,n382037,Q13148,1
3994,n406134,Q9UL18,1
3995,n406134,Q9UKV8,1
3996,n406134,Q9H9G7,1
3997,n406134,Q9HCK5,1
3998,n375478,P26599,1
3999,n377665,Q15717,1
4000,n380158,Q13148,1
4001,n344749,O00425,1
4002,n409707,P35637,1
4003,n384083,P35637,1
4004,n370725,Q15717,1
4005,n384228,Q9NZI8,1
4006,n382231,Q15717,1
4007,n405440,O00425,1
4008,n384140,Q9Y6M1,1
4009,n381942,O00425,1
4010,n410108,P31483,1
4011,n406478,P35637,1
4012,n409649,Q07955,1
4013,n407534,Q9NZI8,1
4014,n344457,Q13148,1
4015,n408292,P26599,1
4016,n410638,Q9Y6M1,1
4017,n345975,P35637,1
4018,n378094,Q49AS9,1
4019,n379406,Q9Y6M1,1
4020,n344930,Q15717,1
4021,n363356,Q15717,1
4022,n344462,Q07955,1
4023,n371665,O00425,1
4024,n344585,P35637,1
4025,n385765,Q15717,1
4026,n410149,Q9NZI8,1
4027,n383884,Q07955,1
4028,n410457,Q9Y6M1,1
4029,n344931,O00425,1
4030,n363902,Q15717,1
4031,n379114,Q01844,1
4032,n363468,Q07955,1
4033,n410128,Q07955,1
4034,n406883,Q9NZI8,1
4035,n344691,Q15717,1
4036,n367885,Q15717,1
4037,n378366,P31483,1
4038,n385727,Q8NDV7,1
4039,n385727,Q9UPQ9,1
4040,n385727,Q9HCJ0,1
4041,n345623,Q15717,1
4042,n406914,Q9UKV8,1
4043,n363904,O00425,1
4044,n381526,P35637,1
4045,n384484,Q9Y6M1,1
4046,n406866,Q07955,1
4047,n376313,Q15717,1
4048,n378914,Q15717,1
4049,n384770,P35637,1
4050,n378866,Q07955,1
4051,n385123,P26599,1
4052,n386209,Q9UKV8,1
4053,n364507,O00425,1
4054,n383862,Q8NDV7,1
4055,n383862,Q9UPQ9,1
4056,n383862,Q9HCJ0,1
4057,n384936,Q9HCE1,1
4058,n386067,Q9UL18,1
4059,n386067,Q9UKV8,1
4060,n386067,Q9H9G7,1
4061,n386067,Q9HCK5,1
4062,n344687,Q9Y6M1,1
4063,n373790,Q15717,1
4064,n344995,Q01844,1
4065,n384625,Q49AS9,1
4066,n383211,Q13148,1
4067,n344793,Q9NZI8,1
4068,n408032,Q07955,1
4069,n344814,P35637,1
4070,n381754,Q49AS9,1
4071,n373361,P26599,1
4072,n385480,Q15717,1
4073,n345670,Q15717,1
4074,n373575,Q07955,1
4075,n385273,P26599,1
4076,n385806,P35637,1
4077,n345912,Q9Y6M1,1
4078,n345779,Q07955,1
4079,n407447,Q9HCE1,1
4080,n378726,P31483,1
4081,n384227,Q49AS9,1
4082,n365837,Q13148,1
4083,n345623,Q13148,1
4084,n379107,P31483,1
4085,n380399,Q15717,1
4086,n386260,O00425,1
4087,n406422,Q9UKV8,1
4088,n386315,Q9NZI8,1
4089,n384770,Q13148,1
4090,n381557,B7ZL34,1
4091,n372916,Q15717,1
4092,n378108,Q8NDV7,1
4093,n378108,Q9UPQ9,1
4094,n378108,Q9HCJ0,1
4095,n346385,Q15717,1
4096,n387060,Q15717,1
4097,n346128,Q15717,1
4098,n382077,Q13148,1
4099,n384202,Q15717,1
4100,n344741,Q15717,1
4101,n405439,Q07955,1
4102,n382131,Q9Y6M1,1
4103,n408176,Q07955,1
4104,n385185,Q9NZI8,1
4105,n381805,Q01844,1
4106,n407887,B7ZL34,1
4107,n377717,Q9Y6M1,1
4108,n408200,Q49AS9,1
4109,n382000,Q9NZI8,1
4110,n377766,Q15717,1
4111,n371176,P31483,1
4112,n344646,Q9Y6M1,1
4113,n384996,Q86X94,1
4114,n383234,Q01844,1
4115,n372986,Q15717,1
4116,n344656,Q49AS9,1
4117,n383567,Q15717,1
4118,n385685,Q9UL18,1
4119,n385685,Q9UKV8,1
4120,n385685,Q9H9G7,1
4121,n385685,Q9HCK5,1
4122,n410523,Q07955,1
4123,n364511,Q8NDV7,1
4124,n364511,Q9UPQ9,1
4125,n364511,Q9HCJ0,1
4126,n408108,P26599,1
4127,n369093,Q15717,1
4128,n377912,P35637,1
4129,n368044,Q96PU8,1
4130,n408051,Q86X94,1
4131,n345885,P31483,1
4132,n344810,Q15717,1
4133,n410799,Q9Y6M1,1
4134,n372953,B7ZL34,1
4135,n345486,Q07955,1
4136,n378039,Q49AS9,1
4137,n344574,Q96PU8,1
4138,n381159,Q15717,1
4139,n383862,Q01844,1
4140,n372503,Q15717,1
4141,n345101,Q9UKV8,1
4142,n368759,O00425,1
4143,n386231,Q9Y6M1,1
4144,n379131,Q15717,1
4145,n410189,Q07955,1
4146,n344552,Q13148,1
4147,n383190,Q9Y6M1,1
4148,n386372,P26599,1
4149,n378843,Q9UL18,1
4150,n378843,Q9UKV8,1
4151,n378843,Q9H9G7,1
4152,n378843,Q9HCK5,1
4153,n409149,O43251,1
4154,n382989,Q9Y6M1,1
4155,n384996,Q15717,1
4156,n376985,P35637,1
4157,n405299,Q9HCE1,1
4158,n407922,Q15717,1
4159,n346007,Q15717,1
4160,n385318,Q49AS9,1
4161,n386328,P26599,1
4162,n382094,Q15717,1
4163,n346026,Q86X94,1
4164,n364548,Q15717,1
4165,n406926,Q07955,1
4166,n370152,P26599,1
4167,n383025,Q9NZI8,1
4168,n368443,Q15717,1
4169,n345915,Q15717,1
4170,n365451,Q15717,1
4171,n382181,Q15717,1
4172,n346082,Q9UL18,1
4173,n346082,Q9UKV8,1
4174,n346082,Q9H9G7,1
4175,n346082,Q9HCK5,1
4176,n408024,Q9UL18,1
4177,n408024,Q9UKV8,1
4178,n408024,Q9H9G7,1
4179,n408024,Q9HCK5,1
4180,n381623,Q49AS9,1
4181,n376502,Q15717,1
4182,n372953,P35637,1
4183,n385130,Q49AS9,1
4184,n344574,Q9Y6M1,1
4185,n372953,O00425,1
4186,n363297,O00425,1
4187,n381364,Q15717,1
4188,n346299,Q07955,1
4189,n379406,P31483,1
4190,n346007,Q86X94,1
4191,n385106,Q9NZI8,1
4192,n382507,P26599,1
4193,n385145,Q13148,1
4194,n345437,Q13148,1
4195,n370995,Q07955,1
4196,n407210,Q9UL18,1
4197,n407210,Q9UKV8,1
4198,n407210,Q9H9G7,1
4199,n407210,Q9HCK5,1
4200,n407211,Q9UKV8,1
4201,n385727,Q01844,1
4202,n381720,Q15717,1
4203,n346051,Q49AS9,1
4204,n344818,Q07955,1
4205,n382553,Q01844,1
4206,n371301,Q15717,1
4207,n410638,Q49AS9,1
4208,n407852,Q07955,1
4209,n346137,Q9UKV8,1
4210,n409726,Q15717,1
4211,n387316,Q07955,1
4212,n385203,Q9HCE1,1
4213,n364558,Q15717,1
4214,n385203,P31483,1
4215,n345802,Q07955,1
4216,n345161,Q15717,1
4217,n344793,O00425,1
4218,n386148,Q15717,1
4219,n383560,Q9UL18,1
4220,n383560,Q9UKV8,1
4221,n383560,Q9H9G7,1
4222,n383560,Q9HCK5,1
4223,n345455,Q9Y6M1,1
4224,n346332,Q07955,1
4225,n345823,Q07955,1
4226,n369984,Q07955,1
4227,n408309,Q49AS9,1
4228,n346426,Q9UKV8,1
4229,n346296,Q15717,1
4230,n344808,Q9UKV8,1
4231,n383714,Q15717,1
4232,n375748,Q13148,1
4233,n386098,Q49AS9,1
4234,n386977,Q15717,1
4235,n407071,Q15717,1
4236,n384320,Q86X94,1
4237,n384233,Q15717,1
4238,n380693,Q9Y6M1,1
4239,n381793,Q9Y6M1,1
4240,n364729,Q07955,1
4241,n410547,B7ZL34,1
4242,n345040,Q15717,1
4243,n374652,Q9Y6M1,1
4244,n381727,P26599,1
4245,n385256,O00425,1
4246,n385632,Q49AS9,1
4247,n379110,P35637,1
4248,n345045,O00425,1
4249,n381468,Q15717,1
4250,n385822,Q15717,1
4251,n381074,Q13148,1
4252,n363315,P26599,1
4253,n346109,Q9UKV8,1
4254,n382908,Q07955,1
4255,n381559,B7ZL34,1
4256,n378503,Q49AS9,1
4257,n382975,Q07955,1
4258,n346535,Q49AS9,1
4259,n406274,Q15717,1
4260,n345408,Q15717,1
4261,n409674,P31483,1
4262,n345957,Q9NZI8,1
4263,n367887,Q9UKV8,1
4264,n344995,O00425,1
4265,n345304,Q15717,1
4266,n382511,P35637,1
4267,n409674,Q49AS9,1
4268,n344604,P31483,1
4269,n410191,Q49AS9,1
4270,n376189,P35637,1
4271,n387046,Q15717,1
4272,n406409,Q9Y6M1,1
4273,n369419,Q15717,1
4274,n407661,O43251,1
4275,n345222,Q9UL18,1
4276,n345222,Q9UKV8,1
4277,n345222,Q9H9G7,1
4278,n345222,Q9HCK5,1
4279,n367640,Q15717,1
4280,n381351,Q01844,1
4281,n345800,O00425,1
4282,n386524,Q15717,1
4283,n344691,Q9Y6M1,1
4284,n346143,Q49AS9,1
4285,n372291,Q15717,1
4286,n378377,Q15717,1
4287,n364734,Q13148,1
4288,n377639,P31483,1
4289,n345685,Q9UKV8,1
4290,n386315,Q15717,1
4291,n379342,Q9UKV8,1
4292,n410149,O00425,1
4293,n385255,Q96PU8,1
4294,n406422,Q9UKV8,1
4295,n410904,Q49AS9,1
4296,n375390,Q07955,1
4297,n384686,Q9NZI8,1
4298,n386501,Q07955,1
4299,n345386,P31483,1
4300,n408191,Q15717,1
4301,n385727,Q9UL18,1
4302,n385727,Q9UKV8,1
4303,n385727,Q9H9G7,1
4304,n385727,Q9HCK5,1
4305,n410143,Q9NZI8,1
4306,n384738,P26599,1
4307,n344612,P26599,1
4308,n345483,P31483,1
4309,n345157,Q9HCE1,1
4310,n381022,Q9NZI8,1
4311,n345045,Q15717,1
4312,n367422,Q15717,1
4313,n371891,Q15717,1
4314,n411118,Q49AS9,1
4315,n364180,P35637,1
4316,n406478,Q49AS9,1
4317,n344610,Q9NZI8,1
4318,n346533,Q07955,1
4319,n345594,Q15717,1
4320,n381689,Q07955,1
4321,n345382,Q13148,1
4322,n381280,Q01844,1
4323,n386100,P35637,1
4324,n409115,O00425,1
4325,n346533,Q15717,1
4326,n344793,Q13148,1
4327,n376504,Q15717,1
4328,n377310,Q49AS9,1
4329,n364545,Q15717,1
4330,n382059,Q07955,1
4331,n405417,Q49AS9,1
4332,n386152,Q49AS9,1
4333,n376518,Q01844,1
4334,n385274,Q9UL18,1
4335,n385274,Q9UKV8,1
4336,n385274,Q9H9G7,1
4337,n385274,Q9HCK5,1
4338,n381268,Q49AS9,1
4339,n387722,Q49AS9,1
4340,n345385,Q9NZI8,1
4341,n405660,Q07955,1
4342,n382687,Q49AS9,1
4343,n385727,P35637,1
4344,n376380,Q15717,1
4345,n405884,Q9UKV8,1
4346,n385224,Q07955,1
4347,n384936,Q9NZI8,1
4348,n378520,P35637,1
4349,n386315,Q07955,1
4350,n345694,Q9Y6M1,1
4351,n409672,B7ZL34,1
4352,n411552,Q13148,1
4353,n344885,Q49AS9,1
4354,n384030,P31483,1
4355,n345337,Q15717,1
4356,n410457,P35637,1
4357,n377799,P35637,1
4358,n406154,P26599,1
4359,n346481,Q15717,1
4360,n344651,O00425,1
4361,n410523,P35637,1
4362,n345433,B7ZL34,1
4363,n344958,Q15717,1
4364,n383428,Q15717,1
4365,n344768,Q07955,1
4366,n377254,P35637,1
4367,n363566,Q15717,1
4368,n407400,Q9Y6M1,1
4369,n346465,Q13148,1
4370,n379107,Q96PU8,1
4371,n375854,Q8NDV7,1
4372,n375854,Q9UPQ9,1
4373,n375854,Q9HCJ0,1
4374,n382105,Q13148,1
4375,n408353,O00425,1
4376,n385951,Q9Y6M1,1
4377,n384690,O00425,1
4378,n365469,Q13148,1
4379,n345574,Q15717,1
4380,n409638,Q07955,1
4381,n407887,Q9NZI8,1
4382,n386976,Q15717,1
4383,n364518,Q15717,1
4384,n345988,Q07955,1
4385,n375270,Q9NZI8,1
4386,n386179,Q9UL18,1
4387,n386179,Q9UKV8,1
4388,n386179,Q9H9G7,1
4389,n386179,Q9HCK5,1
4390,n386067,O00425,1
4391,n409179,Q15717,1
4392,n382960,Q9NZI8,1
4393,n378714,Q49AS9,1
4394,n370013,Q49AS9,1
4395,n387393,Q9UKV8,1
4396,n344860,P35637,1
4397,n377795,Q07955,1
4398,n345888,Q07955,1
4399,n378515,Q13148,1
4400,n368610,Q9NZI8,1
4401,n405311,Q15717,1
4402,n385145,Q15717,1
4403,n407887,Q8NDV7,1
4404,n407887,Q9UPQ9,1
4405,n407887,Q9HCJ0,1
4406,n344638,Q8NDV7,1
4407,n344638,Q9UPQ9,1
4408,n344638,Q9HCJ0,1
4409,n385274,Q07955,1
4410,n346110,Q9NZI8,1
4411,n407464,O00425,1
4412,n409674,Q15717,1
4413,n370618,Q15717,1
4414,n382231,O00425,1
4415,n368628,Q15717,1
4416,n410722,Q49AS9,1
4417,n386543,Q07955,1
4418,n383218,Q07955,1
4419,n364039,Q15717,1
4420,n344547,Q9UKV8,1
4421,n410457,P35637,1
4422,n406816,Q15717,1
4423,n346082,Q15717,1
4424,n381838,P26599,1
4425,n381443,O00425,1
4426,n383211,Q9NZI8,1
4427,n344604,Q9NZI8,1
4428,n344748,Q9NZI8,1
4429,n386605,Q15717,1
4430,n377541,Q07955,1
4431,n384738,O00425,1
4432,n410152,O00425,1
4433,n383603,Q07955,1
4434,n406883,Q07955,1
4435,n407918,Q49AS9,1
4436,n345288,Q15717,1
4437,n408211,Q15717,1
4438,n386194,Q9NZI8,1
4439,n406301,O00425,1
4440,n384758,Q13148,1
4441,n384132,Q15717,1
4442,n375603,P31483,1
4443,n385783,Q15717,1
4444,n386343,Q49AS9,1
4445,n409179,Q49AS9,1
4446,n387722,Q15717,1
4447,n385370,Q01844,1
4448,n345777,Q9Y6M1,1
4449,n344880,Q13148,1
4450,n344960,Q13148,1
4451,n377720,Q15717,1
4452,n408335,Q07955,1
4453,n377919,Q9UKV8,1
4454,n381187,Q15717,1
4455,n407661,Q07955,1
4456,n407661,P26599,1
4457,n406246,Q9Y6M1,1
4458,n363347,P35637,1
4459,n377720,Q07955,1
4460,n372725,P31483,1
4461,n410152,Q9Y6M1,1
4462,n373758,Q49AS9,1
4463,n408895,P31483,1
4464,n385145,Q49AS9,1
4465,n385727,Q86X94,1
4466,n345437,Q07955,1
4467,n378503,P35637,1
4468,n405455,Q15717,1
4469,n384655,O00425,1
4470,n377862,Q13148,1
4471,n384757,Q15717,1
4472,n407114,Q9Y6M1,1
4473,n408075,O00425,1
4474,n368610,Q9Y6M1,1
4475,n379622,Q15717,1
4476,n345025,Q15717,1
4477,n407073,Q9UKV8,1
4478,n344538,P35637,1
4479,n387017,P26599,1
4480,n380027,Q49AS9,1
4481,n383634,P35637,1
4482,n345385,Q8NDV7,1
4483,n345385,Q9UPQ9,1
4484,n345385,Q9HCJ0,1
4485,n382918,Q49AS9,1
4486,n346082,Q9Y6M1,1
4487,n410072,P35637,1
4488,n386231,Q49AS9,1
4489,n385139,P35637,1
4490,n344601,P35637,1
4491,n411528,Q15717,1
4492,n367218,Q07955,1
4493,n383862,P26599,1
4494,n407447,Q9NZI8,1
4495,n378840,P26599,1
4496,n379327,P31483,1
4497,n384234,Q9UKV8,1
4498,n344691,Q15717,1
4499,n381720,O00425,1
4500,n381351,Q15717,1
4501,n344701,Q13148,1
4502,n344472,Q07955,1
4503,n409674,Q86X94,1
4504,n369663,Q15717,1
4505,n409275,Q15717,1
4506,n405951,Q15717,1
4507,n344517,P26599,1
4508,n378350,Q15717,1
4509,n384140,Q9UL18,1
4510,n384140,Q9UKV8,1
4511,n384140,Q9H9G7,1
4512,n384140,Q9HCK5,1
4513,n345091,P35637,1
4514,n406225,Q07955,1
4515,n379442,P35637,1
4516,n407434,P31483,1
4517,n344924,O00425,1
4518,n385813,Q9Y6M1,1
4519,n344791,P35637,1
4520,n344547,P35637,1
4521,n366395,Q13148,1
4522,n379466,Q9NZI8,1
4523,n383190,Q07955,1
4524,n410523,Q9UL18,1
4525,n410523,Q9UKV8,1
4526,n410523,Q9H9G7,1
4527,n410523,Q9HCK5,1
4528,n344691,B7ZL34,1
4529,n344588,Q49AS9,1
4530,n377639,Q15717,1
4531,n372993,O00425,1
4532,n409305,P31483,1
4533,n385287,Q9NZI8,1
4534,n344871,B7ZL34,1
4535,n407434,Q9UKV8,1
4536,n376215,Q15717,1
4537,n344457,Q49AS9,1
4538,n382464,Q49AS9,1
4539,n386977,Q9UL18,1
4540,n386977,Q9UKV8,1
4541,n386977,Q9H9G7,1
4542,n386977,Q9HCK5,1
4543,n411142,Q15717,1
4544,n345881,P35637,1
4545,n383509,Q9NZI8,1
4546,n364596,Q13148,1
4547,n407410,Q15717,1
4548,n408051,Q13148,1
4549,n369504,Q15717,1
4550,n382511,Q9NZI8,1
4551,n409149,Q15717,1
4552,n408119,Q01844,1
4553,n382231,Q15717,1
4554,n379841,Q9UKV8,1
4555,n344667,Q15717,1
4556,n345045,Q9NZI8,1
4557,n381430,Q15717,1
4558,n382014,Q13148,1
4559,n364410,Q07955,1
4560,n406889,Q07955,1
4561,n376203,Q9UKV8,1
4562,n344461,Q15717,1
4563,n378366,Q9NZI8,1
4564,n346051,P31483,1
4565,n406914,Q9UKV8,1
4566,n379834,Q15717,1
4567,n344871,Q01844,1
4568,n344971,Q15717,1
4569,n381443,P35637,1
4570,n385725,Q9UL18,1
4571,n385725,Q9UKV8,1
4572,n385725,Q9H9G7,1
4573,n385725,Q9HCK5,1
4574,n382184,P35637,1
4575,n344995,Q9NZI8,1
4576,n378252,Q9Y6M1,1
4577,n382014,O00425,1
4578,n382933,Q9Y6M1,1
4579,n383560,P26599,1
4580,n367124,Q13148,1
4581,n346082,Q9UKV8,1
4582,n377799,Q49AS9,1
4583,n344934,Q15717,1
4584,n345971,Q9NZI8,1
4585,n344793,P35637,1
4586,n363616,Q07955,1
4587,n410131,Q9UKV8,1
4588,n384996,Q9NZI8,1
4589,n367640,Q9NZI8,1
4590,n377873,O00425,1
4591,n408131,Q9NZI8,1
4592,n365737,Q9Y6M1,1
4593,n387722,Q15717,1
4594,n380278,Q13148,1
4595,n381057,O00425,1
4596,n377834,Q15717,1
4597,n382989,P35637,1
4598,n408220,Q9NZI8,1
4599,n409499,Q15717,1
4600,n345386,Q07955,1
4601,n363948,Q07955,1
4602,n408055,Q15717,1
4603,n381776,Q07955,1
4604,n385488,Q15717,1
4605,n374534,O00425,1
4606,n385225,Q07955,1
4607,n385685,P35637,1
4608,n344574,P35637,1
4609,n344960,Q86X94,1
4610,n367363,Q15717,1
4611,n382131,Q01844,1
4612,n385730,P35637,1
4613,n385725,Q9Y6M1,1
4614,n364975,P31483,1
4615,n381623,P35637,1
4616,n345939,Q07955,1
4617,n386315,Q49AS9,1
4618,n410453,Q9NZI8,1
4619,n381623,O00425,1
4620,n344971,Q9NZI8,1
4621,n377740,Q9UKV8,1
4622,n384198,Q07955,1
4623,n406866,Q9NZI8,1
4624,n407687,Q07955,1
4625,n410638,B7ZL34,1
4626,n344687,Q07955,1
4627,n365543,Q07955,1
4628,n376403,Q13148,1
4629,n406900,Q15717,1
4630,n407071,Q9UKV8,1
4631,n345386,Q15717,1
4632,n344778,O00425,1
4633,n369512,Q9Y6M1,1
4634,n410143,P35637,1
4635,n384398,Q07955,1
4636,n383560,Q9Y6M1,1
4637,n344924,Q9Y6M1,1
4638,n410072,Q07955,1
4639,n385203,Q15717,1
4640,n378252,Q8NDV7,1
4641,n378252,Q9UPQ9,1
4642,n378252,Q9HCJ0,1
4643,n384121,O00425,1
4644,n346372,Q07955,1
4645,n380027,P31483,1
4646,n382502,P31483,1
4647,n344971,P31483,1
4648,n379167,O00425,1
4649,n410143,Q49AS9,1
4650,n345222,P26599,1
4651,n383828,P26599,1
4652,n382687,Q96PU8,1
4653,n385187,P26599,1
4654,n377799,P26599,1
4655,n380158,Q8NDV7,1
4656,n380158,Q9UPQ9,1
4657,n380158,Q9HCJ0,1
4658,n406952,O00425,1
4659,n385139,Q49AS9,1
4660,n409672,O00425,1
4661,n410722,Q15717,1
4662,n381417,Q49AS9,1
4663,n410191,Q15717,1
4664,n368727,Q9UL18,1
4665,n368727,Q9UKV8,1
4666,n368727,Q9H9G7,1
4667,n368727,Q9HCK5,1
4668,n386737,P35637,1
4669,n378520,Q15717,1
4670,n378054,Q07955,1
4671,n378287,Q15717,1
4672,n345746,Q15717,1
4673,n345981,Q9HCE1,1
4674,n382207,P35637,1
4675,n381846,Q49AS9,1
4676,n344618,P31483,1
4677,n345449,Q9UL18,1
4678,n345449,Q9UKV8,1
4679,n345449,Q9H9G7,1
4680,n345449,Q9HCK5,1
4681,n372578,Q86X94,1
4682,n379841,P35637,1
4683,n344894,O00425,1
4684,n409442,Q15717,1
4685,n376189,Q15717,1
4686,n386641,Q9UKV8,1
4687,n382687,Q15717,1
4688,n378384,Q49AS9,1
4689,n345424,Q13148,1
4690,n376504,Q15717,1
4691,n386466,Q15717,1
4692,n385240,P35637,1
4693,n344996,Q9NZI8,1
4694,n379310,P35637,1
4695,n385813,Q9HCE1,1
4696,n385725,Q13148,1
4697,n363933,P31483,1
4698,n379622,Q13148,1
4699,n346370,Q9Y6M1,1
4700,n345437,P26599,1
4701,n387719,P35637,1
4702,n409683,Q9NZI8,1
4703,n383234,Q9NZI8,1
4704,n382094,Q9UL18,1
4705,n382094,Q9UKV8,1
4706,n382094,Q9H9G7,1
4707,n382094,Q9HCK5,1
4708,n406191,Q07955,1
4709,n345751,Q9NZI8,1
4710,n407465,Q9Y6M1,1
4711,n406569,Q07955,1
4712,n377665,Q15717,1
4713,n382635,Q07955,1
4714,n410487,O00425,1
4715,n387397,Q13148,1
4716,n409368,Q07955,1
4717,n368610,Q15717,1
4718,n387063,Q13148,1
4719,n381417,Q15717,1
4720,n385468,Q9Y6M1,1
4721,n386362,Q01844,1
4722,n346535,Q13148,1
4723,n381586,Q49AS9,1
4724,n377506,Q15717,1
4725,n371673,Q9Y6M1,1
4726,n344758,P26599,1
4727,n411678,Q07955,1
4728,n381443,P26599,1
4729,n405566,Q15717,1
4730,n381945,Q07955,1
4731,n383805,Q01844,1
4732,n345916,Q07955,1
4733,n380693,P35637,1
4734,n367650,P26599,1
4735,n378002,Q49AS9,1
4736,n345685,Q49AS9,1
4737,n379288,Q49AS9,1
4738,n377660,Q15717,1
4739,n384686,Q15717,1
4740,n405569,Q15717,1
4741,n406266,P26599,1
4742,n410638,O00425,1
4743,n345385,Q15717,1
4744,n387614,Q07955,1
4745,n382702,Q07955,1
4746,n407180,Q49AS9,1
4747,n383032,Q15717,1
4748,n364139,Q07955,1
4749,n386067,Q07955,1
4750,n376366,P26599,1
4751,n405968,Q07955,1
4752,n378414,Q15717,1
4753,n386512,Q15717,1
4754,n383080,O00425,1
4755,n409250,Q07955,1
4756,n385512,Q15717,1
4757,n378277,Q07955,1
4758,n406422,Q15717,1
4759,n345232,Q15717,1
4760,n378108,Q13148,1
4761,n386454,P35637,1
4762,n382512,Q07955,1
4763,n381586,P31483,1
4764,n344540,P26599,1
4765,n384327,Q15717,1
4766,n377897,Q9Y6M1,1
4767,n369505,P35637,1
4768,n385725,Q15717,1
4769,n410565,P31483,1
4770,n386328,Q9NZI8,1
4771,n382670,Q07955,1
4772,n382184,Q9Y6M1,1
4773,n384690,Q15717,1
4774,n375212,P35637,1
4775,n406782,Q07955,1
4776,n406900,Q13148,1
4777,n408239,Q9NZI8,1
4778,n386353,Q9NZI8,1
4779,n381011,Q96PU8,1
4780,n344768,Q9HCE1,1
4781,n383551,Q15717,1
4782,n344860,Q15717,1
