interID,ncID,ncType,ncIdentifier,ncName,PartnerID,prType,prIdentifier,InteractionPartner,interDescription,experiment,pubmed,organism,tag,interClass,interLevel,NONCODETranscriptID
ncRI-189307,11307,NONCODE,n342049,RPI001_101184,6276,UniProt,O00425,IGF2BP3,PAR-CLIP of IGF2BP3 indicates the noncoding transcript as binding sites.,PAR-CLIP,20371350,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,NONHSAT031176.2
ncRI-188736,11210,NONCODE,n377932,RPI001_1004544,6272,UniProt,Q9NZI8,IGF2BP1,PAR-CLIP of IGF2BP1 indicates the noncoding transcript as binding sites.,PAR-CLIP,20371350,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,NONHSAT007691.2
ncRI-190062,11437,NONCODE,n344748,RPI001_1023712,3564,UniProt,Q15717,ELAVL1,"HuR  regulates the stability and translation of their target mRNAs. HuR targets in noncoding region are identified using independent high-throughout approaches including PAR-CLIP, RIP-chip and RNAi.","Integration of RIP-chip, PAR-CLIP and RNAi",21723170,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,
ncRI-191996,11837,NONCODE,n379406,RPI001_136173,18939,UniProt,Q49AS9,TIAL1,T-cell intracellular antigen 1 (TIA1) and TIA1-like 1 (TIAL1) locally enhance exon inclusion by recruiting U1 snRNP to 5' splice sites. UV-crosslinking and immunoprecipitation (iCLIP) found TIA1 and TIAL1 binding positions on human RNAs.,iCLIP,21048981,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,NONHSAT052808.2
ncRI-190619,11552,NONCODE,n344960,RPI001_1035879,6276,UniProt,O00425,IGF2BP3,PAR-CLIP of IGF2BP3 indicates the noncoding transcript as binding sites.,PAR-CLIP,20371350,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,NONHSAT121718.2
ncRI-192471,11963,NONCODE,n338875,RPI001_167699,6274,UniProt,Q9Y6M1,IGF2BP2,PAR-CLIP of IGF2BP2 indicates the noncoding transcript as binding sites.,PAR-CLIP,20371350,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,NONHSAT071501.2
ncRI-191427,11722,NONCODE,n383233,RPI001_116095,3564,UniProt,Q15717,ELAVL1,"HuR  regulates the stability and translation of their target mRNAs. HuR targets in noncoding region are identified using independent high-throughout approaches including PAR-CLIP, RIP-chip and RNAi.","Integration of RIP-chip, PAR-CLIP and RNAi",21723170,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,NONHSAT056047.2
ncRI-191777,11796,NONCODE,n344709,RPI001_127093,6274,UniProt,Q9Y6M1,IGF2BP2,PAR-CLIP of IGF2BP2 indicates the noncoding transcript as binding sites.,PAR-CLIP,20371350,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,NONHSAT129017.2
ncRI-189413,11325,NONCODE,n382077,RPI001_1013315,4619,UniProt,P35637,FUS,PAR-CLIP defined global RNA targets for all human FET proteins and two ALS-causing human FUS mutants.,PAR-CLIP,22081015,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,NONHSAT034312.2
ncRI-188412,11169,NONCODE,n336296,RPI001_1001049,3988,UniProt,Q01844,EWSR1,PAR-CLIP defined global RNA targets for all human FET proteins and two ALS-causing human FUS mutants.,PAR-CLIP,22081015,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,NONHSAT135828.2
ncRI-189129,11278,NONCODE,n386682,RPI001_1008966,18939,UniProt,Q49AS9,TIAL1,T-cell intracellular antigen 1 (TIA1) and TIA1-like 1 (TIAL1) locally enhance exon inclusion by recruiting U1 snRNP to 5' splice sites. UV-crosslinking and immunoprecipitation (iCLIP) found TIA1 and TIAL1 binding positions on human RNAs.,iCLIP,21048981,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,
ncRI-192889,12100,NONCODE,n378252,RPI001_204094,10470,UniProt,Q96PU8,QKI,PAR-CLIP of QKI indicates the noncoding transcript as binding site.,PAR-CLIP,20371350,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,
ncRI-190002,11428,NONCODE,n339158,RPI001_1023057,18939,UniProt,Q49AS9,TIAL1,T-cell intracellular antigen 1 (TIA1) and TIA1-like 1 (TIAL1) locally enhance exon inclusion by recruiting U1 snRNP to 5' splice sites. UV-crosslinking and immunoprecipitation (iCLIP) found TIA1 and TIAL1 binding positions on human RNAs.,iCLIP,21048981,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,NONHSAT077129.2
ncRI-197872,15097,NONCODE,n341320,RPI001_567905,3564,UniProt,Q15717,ELAVL1,PAR-CLIP identifies transcriptome-wide binding sites of HuR.,PAR-CLIP,21572407,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,NONHSAT123408.2
ncRI-189278,11297,NONCODE,n410063,RPI001_101104,6274,UniProt,Q9Y6M1,IGF2BP2,PAR-CLIP of IGF2BP2 indicates the noncoding transcript as binding sites.,PAR-CLIP,20371350,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,NONHSAT119987.2
ncRI-191621,11766,NONCODE,n410105,RPI001_122570,6274,UniProt,Q9Y6M1,IGF2BP2,PAR-CLIP of IGF2BP2 indicates the noncoding transcript as binding sites.,PAR-CLIP,20371350,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,NONHSAT104073.2
ncRI-196080,13618,NONCODE,n338859,RPI001_44693,3564,UniProt,Q15717,ELAVL1,PAR-CLIP identifies transcriptome-wide HuR binding sites.,PAR-CLIP,21723171,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,NONHSAT071060.2
ncRI-188721,11209,NONCODE,n377799,RPI001_1004543,3988,UniProt,Q01844,EWSR1,PAR-CLIP defined global RNA targets for all human FET proteins and two ALS-causing human FUS mutants.,PAR-CLIP,22081015,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,NONHSAT007667.2
ncRI-191728,11786,NONCODE,n385130,RPI001_125289,18740,UniProt,Q13148,TARDBP,TDP-43 is a predominantly nuclear RNA-binding protein that forms inclusion bodies in frontotemporal lobar degeneration (FTLD) and amyotrophic lateral sclerosis (ALS). iCLIP found that TDP-43 increasely bound to specific noncoding RNAs in FTLD.,iCLIP,21358640,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,NONHSAT120080.2
ncRI-193332,12288,NONCODE,n342423,RPI001_267546,6276,UniProt,O00425,IGF2BP3,PAR-CLIP of IGF2BP3 indicates the noncoding transcript as binding sites.,PAR-CLIP,20371350,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,NONHSAT071769.2
ncRI-190794,11588,NONCODE,n341569,RPI001_1038560,6274,UniProt,Q9Y6M1,IGF2BP2,PAR-CLIP of IGF2BP2 indicates the noncoding transcript as binding sites.,PAR-CLIP,20371350,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,NONHSAT128043.2
ncRI-191686,11777,NONCODE,n385229,RPI001_124073,6272,UniProt,Q9NZI8,IGF2BP1,PAR-CLIP of IGF2BP1 indicates the noncoding transcript as binding sites.,PAR-CLIP,20371350,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,NONHSAT121765.2
ncRI-197969,15162,NONCODE,n371301,RPI001_586973,3564,UniProt,Q15717,ELAVL1,"HuR  regulates the stability and translation of their target mRNAs. HuR targets in noncoding region are identified using independent high-throughout approaches including PAR-CLIP, RIP-chip and RNAi.","Integration of RIP-chip, PAR-CLIP and RNAi",21723170,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,NONHSAT136839.2
ncRI-189163,11281,NONCODE,n341065,RPI001_1009072,3564,UniProt,Q15717,ELAVL1,PAR-CLIP identifies transcriptome-wide binding sites of HuR.,PAR-CLIP,21572407,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,
ncRI-188344,11164,NONCODE,n385725,RPI001_1000999,4621,UniProt,P35637,FUS_mutant,PAR-CLIP defined global RNA targets for all human FET proteins and two ALS-causing human FUS mutants.,PAR-CLIP,22081015,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,
ncRI-192738,12047,NONCODE,n407447,RPI001_189057,6276,UniProt,O00425,IGF2BP3,PAR-CLIP of IGF2BP3 indicates the noncoding transcript as binding sites.,PAR-CLIP,20371350,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,
ncRI-191152,11662,NONCODE,n385425,RPI001_108417,10434,UniProt,B7ZL34,PUM2,PAR-CLIP of PUM2 indicates the noncoding transcript as binding site.,PAR-CLIP,20371350,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,
ncRI-188372,11166,NONCODE,n387722,RPI001_1001026,6272,UniProt,Q9NZI8,IGF2BP1,PAR-CLIP of IGF2BP1 indicates the noncoding transcript as binding sites.,PAR-CLIP,20371350,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,NONHSAT135822.2
ncRI-198351,15401,NONCODE,n407588,RPI001_671309,3564,UniProt,Q15717,ELAVL1,"HuR  regulates the stability and translation of their target mRNAs. HuR targets in noncoding region are identified using independent high-throughout approaches including PAR-CLIP, RIP-chip and RNAi.","Integration of RIP-chip, PAR-CLIP and RNAi",21723170,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,NONHSAT083616.2
ncRI-189525,11344,NONCODE,n382511,RPI001_1015166,3564,UniProt,Q15717,ELAVL1,PAR-CLIP identifies transcriptome-wide binding sites of HuR.,PAR-CLIP,21572407,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,NONHSAT042032.2
ncRI-189503,11342,NONCODE,n344778,RPI001_1015132,3564,UniProt,Q15717,ELAVL1,CLIP-seq identifies transcriptome-wide binding sites of HuR.,CLIP-seq,21572407,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,NONHSAT041921.2
ncRI-199951,16777,NONCODE,n387210,RPI001_944027,3564,UniProt,Q15717,ELAVL1,PAR-CLIP identifies transcriptome-wide binding sites of ELAVL1 under Mnase treated condition.,PAR-CLIP,21572407,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,
ncRI-192648,12018,NONCODE,n344490,RPI001_182833,517,UniProt,Q9UKV8,AGO2,CLIP-seq identifies transcriptome-wide binding sites of AGO2.,CLIP-seq,21572407,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,NONHSAT056108.2
ncRI-190231,11472,NONCODE,n344775,RPI001_1027173,6274,UniProt,Q9Y6M1,IGF2BP2,PAR-CLIP of IGF2BP2 indicates the noncoding transcript as binding sites.,PAR-CLIP,20371350,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,
ncRI-192526,11984,NONCODE,n383236,RPI001_174186,517,UniProt,Q9UKV8,AGO2,PAR-CLIP identifies transcriptome-wide binding sites of AGO2 under Mnase treated condition.,PAR-CLIP,21572407,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,NONHSAT056107.2
ncRI-189102,11277,NONCODE,n341049,RPI001_1008962,3564,UniProt,Q15717,ELAVL1,"HuR  regulates the stability and translation of their target mRNAs. HuR targets in noncoding region are identified using independent high-throughout approaches including PAR-CLIP, RIP-chip and RNAi.","Integration of RIP-chip, PAR-CLIP and RNAi",21723170,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,NONHSAT022115.2
ncRI-189965,11420,NONCODE,n339003,RPI001_1022184,19238,UniProt,Q8NDV7; Q9UPQ9; Q9HCJ0,TNRC6A-C,PAR-CLIP of TNRC6 family proteins indicates the noncoding transcript as binding site.,PAR-CLIP,20371350,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,
ncRI-191319,11696,NONCODE,n339552,RPI001_112304,6276,UniProt,O00425,IGF2BP3,PAR-CLIP of IGF2BP3 indicates the noncoding transcript as binding sites.,PAR-CLIP,20371350,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,NONHSAT078100.2
ncRI-192496,11972,NONCODE,n407413,RPI001_170144,6274,UniProt,Q9Y6M1,IGF2BP2,PAR-CLIP of IGF2BP2 indicates the noncoding transcript as binding sites.,PAR-CLIP,20371350,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,
ncRI-199368,16265,NONCODE,n346545,RPI001_881907,18387,UniProt,Q07955,SRSF1,"Cross-linking immunoprecipitation and high-throughput sequencing (CLIP-seq) identified binding sites for SFRS1 in the transcriptome of cultured human embryonic kidney cells. SFRS1 was found to engage many different classes of functionally distinct transcripts including mRNA, miRNA, snoRNAs, ncRNAs, and conserved intergenic transcripts of unknown function.",CLIP-seq,19116412,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,NONHSAT040814.2
ncRI-199281,16207,NONCODE,n405460,RPI001_861999,18936,UniProt,P31483,TIA1,T-cell intracellular antigen 1 (TIA1) and TIA1-like 1 (TIAL1) locally enhance exon inclusion by recruiting U1 snRNP to 5' splice sites. UV-crosslinking and immunoprecipitation (iCLIP) found TIA1 and TIAL1 binding positions on human RNAs.,iCLIP,21048981,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,
ncRI-196251,13708,NONCODE,n385145,RPI001_471814,18936,UniProt,P31483,TIA1,T-cell intracellular antigen 1 (TIA1) and TIA1-like 1 (TIAL1) locally enhance exon inclusion by recruiting U1 snRNP to 5' splice sites. UV-crosslinking and immunoprecipitation (iCLIP) found TIA1 and TIAL1 binding positions on human RNAs.,iCLIP,21048981,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,NONHSAT120415.2
ncRI-190730,11574,NONCODE,n324177,RPI001_1037280,18740,UniProt,Q13148,TARDBP,TDP-43 is a predominantly nuclear RNA-binding protein that forms inclusion bodies in frontotemporal lobar degeneration (FTLD) and amyotrophic lateral sclerosis (ALS). iCLIP found that TDP-43 increasely bound to specific noncoding RNAs in FTLD.,iCLIP,21358640,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,
ncRI-197863,15093,NONCODE,n346430,RPI001_566716,3564,UniProt,Q15717,ELAVL1,"HuR  regulates the stability and translation of their target mRNAs. HuR targets in noncoding region are identified using independent high-throughout approaches including PAR-CLIP, RIP-chip and RNAi.","Integration of RIP-chip, PAR-CLIP and RNAi",21723170,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,NONHSAT122460.2
ncRI-188855,11234,NONCODE,n407071,RPI001_100634,3564,UniProt,Q15717,ELAVL1,PAR-CLIP identifies transcriptome-wide binding sites of ELAVL1 under Mnase treated condition.,PAR-CLIP,21572407,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,NONHSAT058916.2
ncRI-191274,11688,NONCODE,n338897,RPI001_111205,3564,UniProt,Q15717,ELAVL1,"HuR  regulates the stability and translation of their target mRNAs. HuR targets in noncoding region are identified using independent high-throughout approaches including PAR-CLIP, RIP-chip and RNAi.","Integration of RIP-chip, PAR-CLIP and RNAi",21723170,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,
ncRI-190136,11455,NONCODE,n346200,RPI001_1024618,3564,UniProt,Q15717,ELAVL1,PAR-CLIP identifies transcriptome-wide binding sites of ELAVL1 under Mnase treated condition.,PAR-CLIP,21572407,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,
ncRI-192494,11971,NONCODE,n344720,RPI001_169271,18936,UniProt,P31483,TIA1,T-cell intracellular antigen 1 (TIA1) and TIA1-like 1 (TIAL1) locally enhance exon inclusion by recruiting U1 snRNP to 5' splice sites. UV-crosslinking and immunoprecipitation (iCLIP) found TIA1 and TIAL1 binding positions on human RNAs.,iCLIP,21048981,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,
ncRI-188332,11163,NONCODE,n333358,RPI001_1000996,3564,UniProt,Q15717,ELAVL1,"HuR  regulates the stability and translation of their target mRNAs. HuR targets in noncoding region are identified using independent high-throughout approaches including PAR-CLIP, RIP-chip and RNAi.","Integration of RIP-chip, PAR-CLIP and RNAi",21723170,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,
ncRI-188571,11186,NONCODE,n337711,RPI001_1001998,3564,UniProt,Q15717,ELAVL1,"HuR  regulates the stability and translation of their target mRNAs. HuR targets in noncoding region are identified using independent high-throughout approaches including PAR-CLIP, RIP-chip and RNAi.","Integration of RIP-chip, PAR-CLIP and RNAi",21723170,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,NONHSAT000825.2
ncRI-192057,11852,NONCODE,n377769,RPI001_1396,10702,UniProt,O43251,RBFOX2,CLIP-seq identifies specific targets of FOX2 in vivo.,CLIP-seq,19136955,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,NONHSAT125130.2
ncRI-189828,11394,NONCODE,n376189,RPI001_1019349,3564,UniProt,Q15717,ELAVL1,"HuR  regulates the stability and translation of their target mRNAs. HuR targets in noncoding region are identified using independent high-throughout approaches including PAR-CLIP, RIP-chip and RNAi.","Integration of RIP-chip, PAR-CLIP and RNAi",21723170,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,NONHSAT063996.2
ncRI-188490,11175,NONCODE,n344547,RPI001_1001493,517,UniProt,Q9UKV8,AGO2,CLIP-seq identifies transcriptome-wide binding sites of AGO2.,CLIP-seq,21572407,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,NONHSAT137571.2
ncRI-191401,11715,NONCODE,n339282,RPI001_114900,6272,UniProt,Q9NZI8,IGF2BP1,PAR-CLIP of IGF2BP1 indicates the noncoding transcript as binding sites.,PAR-CLIP,20371350,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,
ncRI-190319,11496,NONCODE,n344758,RPI001_1029499,3564,UniProt,Q15717,ELAVL1,"HuR  regulates the stability and translation of their target mRNAs. HuR targets in noncoding region are identified using independent high-throughout approaches including PAR-CLIP, RIP-chip and RNAi.","Integration of RIP-chip, PAR-CLIP and RNAi",21723170,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,
ncRI-191416,11719,NONCODE,n345751,RPI001_115493,10351,UniProt,P26599,PTBP1,"PTB is a well-characterized splicing repressor. CLIP-seq identifies direct RNA targets for PTB in HeLa cells, finding that PTB bound to multiple regions, regardless of whether the site is subject to regulation.",CLIP-seq,20064465,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,NONHSAT015967.2
ncRI-190980,11634,NONCODE,n345653,RPI001_105794,10434,UniProt,B7ZL34,PUM2,PAR-CLIP of PUM2 indicates the noncoding transcript as binding site.,PAR-CLIP,20371350,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,NONHSAT098243.2
ncRI-199939,16769,NONCODE,n406992,RPI001_943203,3564,UniProt,Q15717,ELAVL1,PAR-CLIP identifies transcriptome-wide binding sites of ELAVL1 under Mnase treated condition.,PAR-CLIP,21572407,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,NONHSAT042406.2
ncRI-192964,12131,NONCODE,n345405,RPI001_231615,3564,UniProt,Q15717,ELAVL1,"HuR  regulates the stability and translation of their target mRNAs. HuR targets in noncoding region are identified using independent high-throughout approaches including PAR-CLIP, RIP-chip and RNAi.","Integration of RIP-chip, PAR-CLIP and RNAi",21723170,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,
ncRI-191150,11662,NONCODE,n385425,RPI001_108417,6274,UniProt,Q9Y6M1,IGF2BP2,PAR-CLIP of IGF2BP2 indicates the noncoding transcript as binding sites.,PAR-CLIP,20371350,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,
ncRI-189071,11274,NONCODE,n341044,RPI001_1008932,18936,UniProt,P31483,TIA1,T-cell intracellular antigen 1 (TIA1) and TIA1-like 1 (TIAL1) locally enhance exon inclusion by recruiting U1 snRNP to 5' splice sites. UV-crosslinking and immunoprecipitation (iCLIP) found TIA1 and TIAL1 binding positions on human RNAs.,iCLIP,21048981,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,NONHSAT021830.2
ncRI-192693,12032,NONCODE,n405569,RPI001_184660,18387,UniProt,Q07955,SRSF1,"Cross-linking immunoprecipitation and high-throughput sequencing (CLIP-seq) identified binding sites for SFRS1 in the transcriptome of cultured human embryonic kidney cells. SFRS1 was found to engage many different classes of functionally distinct transcripts including mRNA, miRNA, snoRNAs, ncRNAs, and conserved intergenic transcripts of unknown function.",CLIP-seq,19116412,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,
ncRI-190242,11474,NONCODE,n345934,RPI001_1027362,6276,UniProt,O00425,IGF2BP3,PAR-CLIP of IGF2BP3 indicates the noncoding transcript as binding sites.,PAR-CLIP,20371350,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,
ncRI-189040,11269,NONCODE,n345138,RPI001_1008532,4619,UniProt,P35637,FUS,PAR-CLIP defined global RNA targets for all human FET proteins and two ALS-causing human FUS mutants.,PAR-CLIP,22081015,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,NONHSAT018076.2
ncRI-188839,11230,NONCODE,n338615,RPI001_1006048,18740,UniProt,Q13148,TARDBP,TDP-43 is a predominantly nuclear RNA-binding protein that forms inclusion bodies in frontotemporal lobar degeneration (FTLD) and amyotrophic lateral sclerosis (ALS). iCLIP found that TDP-43 increasely bound to specific noncoding RNAs in FTLD.,iCLIP,21358640,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,NONHSAT010724.2
