ncIdentifier,prIdentifier,interaction
n386448,Q01844,1
n379459,Q9UKV8,1
n346167,Q9NZI8,1
n380489,Q9UL18,1
n380489,Q9UKV8,1
n380489,Q9H9G7,1
n380489,Q9HCK5,1
n407573,Q15717,1
n344530,Q9NZI8,1
n382982,Q07955,1
n369512,Q9NZI8,1
n370618,Q15717,1
n345232,Q9UL18,1
n345232,Q9UKV8,1
n345232,Q9H9G7,1
n345232,Q9HCK5,1
n407473,Q15717,1
n379466,Q15717,1
n377799,Q9HCE1,1
n409672,Q15717,1
n387712,Q07955,1
n384770,Q8NDV7,1
n384770,Q9UPQ9,1
n384770,Q9HCJ0,1
n381846,O00425,1
n410462,Q49AS9,1
n406194,P26599,1
n378503,Q9Y6M1,1
n410523,O00425,1
n345641,O00425,1
n344800,O00425,1
n383172,Q49AS9,1
n345912,Q07955,1
n345524,Q15717,1
n346492,Q07955,1
n376189,Q15717,1
n381623,Q9UKV8,1
n411681,Q07955,1
n381885,O00425,1
n384227,Q9Y6M1,1
n410904,Q9NZI8,1
n376207,Q86X94,1
n364181,Q13148,1
n410638,Q9HCE1,1
n374530,Q9NZI8,1
n408189,Q15717,1
n346101,Q9Y6M1,1
n407442,Q8NDV7,1
n407442,Q9UPQ9,1
n407442,Q9HCJ0,1
n381464,P26599,1
n379927,P35637,1
n345421,P35637,1
n344760,Q49AS9,1
n387060,P31483,1
n409149,Q8NDV7,1
n409149,Q9UPQ9,1
n409149,Q9HCJ0,1
n346094,Q9Y6M1,1
n386480,Q9NZI8,1
n346528,Q9NZI8,1
n386682,P35637,1
n385039,Q15717,1
n379293,Q49AS9,1
n384422,O00425,1
n378094,Q15717,1
n387106,Q9Y6M1,1
n383327,Q49AS9,1
n372953,Q9NZI8,1
n377290,Q49AS9,1
n386538,Q07955,1
n376398,Q15717,1
n407311,Q15717,1
n385229,Q15717,1
n381041,O00425,1
n344574,Q15717,1
n406796,Q15717,1
n407573,Q15717,1
n381623,Q9UKV8,1
n409756,P35637,1
n345516,Q13148,1
n377717,Q9UKV8,1
n379304,Q15717,1
n378726,Q13148,1
n379841,Q07955,1
n406328,Q07955,1
n344705,Q49AS9,1
n381970,P35637,1
n368637,Q13148,1
n367774,Q49AS9,1
n379406,Q86X94,1
n380659,Q13148,1
n387280,O00425,1
n381280,P35637,1
n375630,Q07955,1
n345641,Q9Y6M1,1
n379637,Q9UKV8,1
n382918,Q13148,1
n344649,O00425,1
n406480,Q8NDV7,1
n406480,Q9UPQ9,1
n406480,Q9HCJ0,1
n410143,Q15717,1
n384325,P35637,1
n380500,P31483,1
n374497,Q9Y6M1,1
n387063,P35637,1
n370698,Q49AS9,1
n385425,Q15717,1
n381351,Q9UL18,1
n381351,Q9UKV8,1
n381351,Q9H9G7,1
n381351,Q9HCK5,1
n364975,Q49AS9,1
n379454,Q15717,1
n345807,Q15717,1
n406195,O00425,1
n381793,O00425,1
n384011,P26599,1
n385511,P35637,1
n408349,Q07955,1
n345173,Q49AS9,1
n344736,Q13148,1
n377683,Q15717,1
n409179,O00425,1
n406475,Q49AS9,1
n405439,Q9HCE1,1
n370058,Q15717,1
n405607,Q15717,1
n345185,Q15717,1
n375097,Q15717,1
n345068,Q49AS9,1
n386209,P35637,1
n345800,Q9Y6M1,1
n377873,B7ZL34,1
n379927,P35637,1
n384625,O00425,1
n384209,Q15717,1
n405569,O00425,1
n385468,Q9NZI8,1
n344791,Q07955,1
n346189,Q13148,1
n382037,Q13148,1
n406134,Q9UL18,1
n406134,Q9UKV8,1
n406134,Q9H9G7,1
n406134,Q9HCK5,1
n375478,P26599,1
n377665,Q15717,1
n380158,Q13148,1
n344749,O00425,1
n409707,P35637,1
n384083,P35637,1
n370725,Q15717,1
n384228,Q9NZI8,1
n382231,Q15717,1
n405440,O00425,1
n384140,Q9Y6M1,1
n381942,O00425,1
n410108,P31483,1
n406478,P35637,1
n409649,Q07955,1
n407534,Q9NZI8,1
n344457,Q13148,1
n408292,P26599,1
n410638,Q9Y6M1,1
n345975,P35637,1
n378094,Q49AS9,1
n379406,Q9Y6M1,1
n344930,Q15717,1
n363356,Q15717,1
n344462,Q07955,1
n371665,O00425,1
n344585,P35637,1
n385765,Q15717,1
n410149,Q9NZI8,1
n383884,Q07955,1
n410457,Q9Y6M1,1
n344931,O00425,1
n363902,Q15717,1
n379114,Q01844,1
n363468,Q07955,1
n410128,Q07955,1
n406883,Q9NZI8,1
n344691,Q15717,1
n367885,Q15717,1
n378366,P31483,1
n385727,Q8NDV7,1
n385727,Q9UPQ9,1
n385727,Q9HCJ0,1
n345623,Q15717,1
n406914,Q9UKV8,1
n363904,O00425,1
n381526,P35637,1
n384484,Q9Y6M1,1
n406866,Q07955,1
n376313,Q15717,1
n378914,Q15717,1
n384770,P35637,1
n378866,Q07955,1
n385123,P26599,1
n386209,Q9UKV8,1
n364507,O00425,1
n383862,Q8NDV7,1
n383862,Q9UPQ9,1
n383862,Q9HCJ0,1
n384936,Q9HCE1,1
n386067,Q9UL18,1
n386067,Q9UKV8,1
n386067,Q9H9G7,1
n386067,Q9HCK5,1
n344687,Q9Y6M1,1
n373790,Q15717,1
n344995,Q01844,1
n384625,Q49AS9,1
n383211,Q13148,1
n344793,Q9NZI8,1
n408032,Q07955,1
n344814,P35637,1
n381754,Q49AS9,1
n373361,P26599,1
n385480,Q15717,1
n345670,Q15717,1
n373575,Q07955,1
n385273,P26599,1
n385806,P35637,1
n345912,Q9Y6M1,1
n345779,Q07955,1
n407447,Q9HCE1,1
n378726,P31483,1
n384227,Q49AS9,1
n365837,Q13148,1
n345623,Q13148,1
n379107,P31483,1
n380399,Q15717,1
n386260,O00425,1
n406422,Q9UKV8,1
n386315,Q9NZI8,1
n384770,Q13148,1
n381557,B7ZL34,1
n372916,Q15717,1
n378108,Q8NDV7,1
n378108,Q9UPQ9,1
n378108,Q9HCJ0,1
n346385,Q15717,1
n387060,Q15717,1
n346128,Q15717,1
n382077,Q13148,1
n384202,Q15717,1
n344741,Q15717,1
n405439,Q07955,1
n382131,Q9Y6M1,1
n408176,Q07955,1
n385185,Q9NZI8,1
n381805,Q01844,1
n407887,B7ZL34,1
n377717,Q9Y6M1,1
n408200,Q49AS9,1
n382000,Q9NZI8,1
n377766,Q15717,1
n371176,P31483,1
n344646,Q9Y6M1,1
n384996,Q86X94,1
n383234,Q01844,1
n372986,Q15717,1
n344656,Q49AS9,1
n383567,Q15717,1
n385685,Q9UL18,1
n385685,Q9UKV8,1
n385685,Q9H9G7,1
n385685,Q9HCK5,1
n410523,Q07955,1
n364511,Q8NDV7,1
n364511,Q9UPQ9,1
n364511,Q9HCJ0,1
n408108,P26599,1
n369093,Q15717,1
n377912,P35637,1
n368044,Q96PU8,1
n408051,Q86X94,1
n345885,P31483,1
n344810,Q15717,1
n410799,Q9Y6M1,1
n372953,B7ZL34,1
n345486,Q07955,1
n378039,Q49AS9,1
n344574,Q96PU8,1
n381159,Q15717,1
n383862,Q01844,1
n372503,Q15717,1
n345101,Q9UKV8,1
n368759,O00425,1
n386231,Q9Y6M1,1
n379131,Q15717,1
n410189,Q07955,1
n344552,Q13148,1
n383190,Q9Y6M1,1
n386372,P26599,1
n378843,Q9UL18,1
n378843,Q9UKV8,1
n378843,Q9H9G7,1
n378843,Q9HCK5,1
n409149,O43251,1
n382989,Q9Y6M1,1
n384996,Q15717,1
n376985,P35637,1
n405299,Q9HCE1,1
n407922,Q15717,1
n346007,Q15717,1
n385318,Q49AS9,1
n386328,P26599,1
n382094,Q15717,1
n346026,Q86X94,1
n364548,Q15717,1
n406926,Q07955,1
n370152,P26599,1
n383025,Q9NZI8,1
n368443,Q15717,1
n345915,Q15717,1
n365451,Q15717,1
n382181,Q15717,1
n346082,Q9UL18,1
n346082,Q9UKV8,1
n346082,Q9H9G7,1
n346082,Q9HCK5,1
n408024,Q9UL18,1
n408024,Q9UKV8,1
n408024,Q9H9G7,1
n408024,Q9HCK5,1
n381623,Q49AS9,1
n376502,Q15717,1
n372953,P35637,1
n385130,Q49AS9,1
n344574,Q9Y6M1,1
n372953,O00425,1
n363297,O00425,1
n381364,Q15717,1
n346299,Q07955,1
n379406,P31483,1
n346007,Q86X94,1
n385106,Q9NZI8,1
n382507,P26599,1
n385145,Q13148,1
n345437,Q13148,1
n370995,Q07955,1
n407210,Q9UL18,1
n407210,Q9UKV8,1
n407210,Q9H9G7,1
n407210,Q9HCK5,1
n407211,Q9UKV8,1
n385727,Q01844,1
n381720,Q15717,1
n346051,Q49AS9,1
n344818,Q07955,1
n382553,Q01844,1
n371301,Q15717,1
n410638,Q49AS9,1
n407852,Q07955,1
n346137,Q9UKV8,1
n409726,Q15717,1
n387316,Q07955,1
n385203,Q9HCE1,1
n364558,Q15717,1
n385203,P31483,1
n345802,Q07955,1
n345161,Q15717,1
n344793,O00425,1
n386148,Q15717,1
n383560,Q9UL18,1
n383560,Q9UKV8,1
n383560,Q9H9G7,1
n383560,Q9HCK5,1
n345455,Q9Y6M1,1
n346332,Q07955,1
n345823,Q07955,1
n369984,Q07955,1
n408309,Q49AS9,1
n346426,Q9UKV8,1
n346296,Q15717,1
n344808,Q9UKV8,1
n383714,Q15717,1
n375748,Q13148,1
n386098,Q49AS9,1
n386977,Q15717,1
n407071,Q15717,1
n384320,Q86X94,1
n384233,Q15717,1
n380693,Q9Y6M1,1
n381793,Q9Y6M1,1
n364729,Q07955,1
n410547,B7ZL34,1
n345040,Q15717,1
n374652,Q9Y6M1,1
n381727,P26599,1
n385256,O00425,1
n385632,Q49AS9,1
n379110,P35637,1
n345045,O00425,1
n381468,Q15717,1
n385822,Q15717,1
n381074,Q13148,1
n363315,P26599,1
n346109,Q9UKV8,1
n382908,Q07955,1
n381559,B7ZL34,1
n378503,Q49AS9,1
n382975,Q07955,1
n346535,Q49AS9,1
n406274,Q15717,1
n345408,Q15717,1
n409674,P31483,1
n345957,Q9NZI8,1
n367887,Q9UKV8,1
n344995,O00425,1
n345304,Q15717,1
n382511,P35637,1
n409674,Q49AS9,1
n344604,P31483,1
n410191,Q49AS9,1
n376189,P35637,1
n387046,Q15717,1
n406409,Q9Y6M1,1
n369419,Q15717,1
n407661,O43251,1
n345222,Q9UL18,1
n345222,Q9UKV8,1
n345222,Q9H9G7,1
n345222,Q9HCK5,1
n367640,Q15717,1
n381351,Q01844,1
n345800,O00425,1
n386524,Q15717,1
n344691,Q9Y6M1,1
n346143,Q49AS9,1
n372291,Q15717,1
n378377,Q15717,1
n364734,Q13148,1
n377639,P31483,1
n345685,Q9UKV8,1
n386315,Q15717,1
n379342,Q9UKV8,1
n410149,O00425,1
n385255,Q96PU8,1
n406422,Q9UKV8,1
n410904,Q49AS9,1
n375390,Q07955,1
n384686,Q9NZI8,1
n386501,Q07955,1
n345386,P31483,1
n408191,Q15717,1
n385727,Q9UL18,1
n385727,Q9UKV8,1
n385727,Q9H9G7,1
n385727,Q9HCK5,1
n410143,Q9NZI8,1
n384738,P26599,1
n344612,P26599,1
n345483,P31483,1
n345157,Q9HCE1,1
n381022,Q9NZI8,1
n345045,Q15717,1
n367422,Q15717,1
n371891,Q15717,1
n411118,Q49AS9,1
n364180,P35637,1
n406478,Q49AS9,1
n344610,Q9NZI8,1
n346533,Q07955,1
n345594,Q15717,1
n381689,Q07955,1
n345382,Q13148,1
n381280,Q01844,1
n386100,P35637,1
n409115,O00425,1
n346533,Q15717,1
n344793,Q13148,1
n376504,Q15717,1
n377310,Q49AS9,1
n364545,Q15717,1
n382059,Q07955,1
n405417,Q49AS9,1
n386152,Q49AS9,1
n376518,Q01844,1
n385274,Q9UL18,1
n385274,Q9UKV8,1
n385274,Q9H9G7,1
n385274,Q9HCK5,1
n381268,Q49AS9,1
n387722,Q49AS9,1
n345385,Q9NZI8,1
n405660,Q07955,1
n382687,Q49AS9,1
n385727,P35637,1
n376380,Q15717,1
n405884,Q9UKV8,1
n385224,Q07955,1
n384936,Q9NZI8,1
n378520,P35637,1
n386315,Q07955,1
n345694,Q9Y6M1,1
n409672,B7ZL34,1
n411552,Q13148,1
n344885,Q49AS9,1
n384030,P31483,1
n345337,Q15717,1
n410457,P35637,1
n377799,P35637,1
n406154,P26599,1
n346481,Q15717,1
n344651,O00425,1
n410523,P35637,1
n345433,B7ZL34,1
n344958,Q15717,1
n383428,Q15717,1
n344768,Q07955,1
n377254,P35637,1
n363566,Q15717,1
n407400,Q9Y6M1,1
n346465,Q13148,1
n379107,Q96PU8,1
n375854,Q8NDV7,1
n375854,Q9UPQ9,1
n375854,Q9HCJ0,1
n382105,Q13148,1
n408353,O00425,1
n385951,Q9Y6M1,1
n384690,O00425,1
n365469,Q13148,1
n345574,Q15717,1
n409638,Q07955,1
n407887,Q9NZI8,1
n386976,Q15717,1
n364518,Q15717,1
n345988,Q07955,1
n375270,Q9NZI8,1
n386179,Q9UL18,1
n386179,Q9UKV8,1
n386179,Q9H9G7,1
n386179,Q9HCK5,1
n386067,O00425,1
n409179,Q15717,1
n382960,Q9NZI8,1
n378714,Q49AS9,1
n370013,Q49AS9,1
n387393,Q9UKV8,1
n344860,P35637,1
n377795,Q07955,1
n345888,Q07955,1
n378515,Q13148,1
n368610,Q9NZI8,1
n405311,Q15717,1
n385145,Q15717,1
n407887,Q8NDV7,1
n407887,Q9UPQ9,1
n407887,Q9HCJ0,1
n344638,Q8NDV7,1
n344638,Q9UPQ9,1
n344638,Q9HCJ0,1
n385274,Q07955,1
n346110,Q9NZI8,1
n407464,O00425,1
n409674,Q15717,1
n370618,Q15717,1
n382231,O00425,1
n368628,Q15717,1
n410722,Q49AS9,1
n386543,Q07955,1
n383218,Q07955,1
n364039,Q15717,1
n344547,Q9UKV8,1
n410457,P35637,1
n406816,Q15717,1
n346082,Q15717,1
n381838,P26599,1
n381443,O00425,1
n383211,Q9NZI8,1
n344604,Q9NZI8,1
n344748,Q9NZI8,1
n386605,Q15717,1
n377541,Q07955,1
n384738,O00425,1
n410152,O00425,1
n383603,Q07955,1
n406883,Q07955,1
n407918,Q49AS9,1
n345288,Q15717,1
n408211,Q15717,1
n386194,Q9NZI8,1
n406301,O00425,1
n384758,Q13148,1
n384132,Q15717,1
n375603,P31483,1
n385783,Q15717,1
n386343,Q49AS9,1
n409179,Q49AS9,1
n387722,Q15717,1
n385370,Q01844,1
n345777,Q9Y6M1,1
n344880,Q13148,1
n344960,Q13148,1
n377720,Q15717,1
n408335,Q07955,1
n377919,Q9UKV8,1
n381187,Q15717,1
n407661,Q07955,1
n407661,P26599,1
n406246,Q9Y6M1,1
n363347,P35637,1
n377720,Q07955,1
n372725,P31483,1
n410152,Q9Y6M1,1
n373758,Q49AS9,1
n408895,P31483,1
n385145,Q49AS9,1
n385727,Q86X94,1
n345437,Q07955,1
n378503,P35637,1
n405455,Q15717,1
n384655,O00425,1
n377862,Q13148,1
n384757,Q15717,1
n407114,Q9Y6M1,1
n408075,O00425,1
n368610,Q9Y6M1,1
n379622,Q15717,1
n345025,Q15717,1
n407073,Q9UKV8,1
n344538,P35637,1
n387017,P26599,1
n380027,Q49AS9,1
n383634,P35637,1
n345385,Q8NDV7,1
n345385,Q9UPQ9,1
n345385,Q9HCJ0,1
n382918,Q49AS9,1
n346082,Q9Y6M1,1
n410072,P35637,1
n386231,Q49AS9,1
n385139,P35637,1
n344601,P35637,1
n411528,Q15717,1
n367218,Q07955,1
n383862,P26599,1
n407447,Q9NZI8,1
n378840,P26599,1
n379327,P31483,1
n384234,Q9UKV8,1
n344691,Q15717,1
n381720,O00425,1
n381351,Q15717,1
n344701,Q13148,1
n344472,Q07955,1
n409674,Q86X94,1
n369663,Q15717,1
n409275,Q15717,1
n405951,Q15717,1
n344517,P26599,1
n378350,Q15717,1
n384140,Q9UL18,1
n384140,Q9UKV8,1
n384140,Q9H9G7,1
n384140,Q9HCK5,1
n345091,P35637,1
n406225,Q07955,1
n379442,P35637,1
n407434,P31483,1
n344924,O00425,1
n385813,Q9Y6M1,1
n344791,P35637,1
n344547,P35637,1
n366395,Q13148,1
n379466,Q9NZI8,1
n383190,Q07955,1
n410523,Q9UL18,1
n410523,Q9UKV8,1
n410523,Q9H9G7,1
n410523,Q9HCK5,1
n344691,B7ZL34,1
n344588,Q49AS9,1
n377639,Q15717,1
n372993,O00425,1
n409305,P31483,1
n385287,Q9NZI8,1
n344871,B7ZL34,1
n407434,Q9UKV8,1
n376215,Q15717,1
n344457,Q49AS9,1
n382464,Q49AS9,1
n386977,Q9UL18,1
n386977,Q9UKV8,1
n386977,Q9H9G7,1
n386977,Q9HCK5,1
n411142,Q15717,1
n345881,P35637,1
n383509,Q9NZI8,1
n364596,Q13148,1
n407410,Q15717,1
n408051,Q13148,1
n369504,Q15717,1
n382511,Q9NZI8,1
n409149,Q15717,1
n408119,Q01844,1
n382231,Q15717,1
n379841,Q9UKV8,1
n344667,Q15717,1
n345045,Q9NZI8,1
n381430,Q15717,1
n382014,Q13148,1
n364410,Q07955,1
n406889,Q07955,1
n376203,Q9UKV8,1
n344461,Q15717,1
n378366,Q9NZI8,1
n346051,P31483,1
n406914,Q9UKV8,1
n379834,Q15717,1
n344871,Q01844,1
n344971,Q15717,1
n381443,P35637,1
n385725,Q9UL18,1
n385725,Q9UKV8,1
n385725,Q9H9G7,1
n385725,Q9HCK5,1
n382184,P35637,1
n344995,Q9NZI8,1
n378252,Q9Y6M1,1
n382014,O00425,1
n382933,Q9Y6M1,1
n383560,P26599,1
n367124,Q13148,1
n346082,Q9UKV8,1
n377799,Q49AS9,1
n344934,Q15717,1
n345971,Q9NZI8,1
n344793,P35637,1
n363616,Q07955,1
n410131,Q9UKV8,1
n384996,Q9NZI8,1
n367640,Q9NZI8,1
n377873,O00425,1
n408131,Q9NZI8,1
n365737,Q9Y6M1,1
n387722,Q15717,1
n380278,Q13148,1
n381057,O00425,1
n377834,Q15717,1
n382989,P35637,1
n408220,Q9NZI8,1
n409499,Q15717,1
n345386,Q07955,1
n363948,Q07955,1
n408055,Q15717,1
n381776,Q07955,1
n385488,Q15717,1
n374534,O00425,1
n385225,Q07955,1
n385685,P35637,1
n344574,P35637,1
n344960,Q86X94,1
n367363,Q15717,1
n382131,Q01844,1
n385730,P35637,1
n385725,Q9Y6M1,1
n364975,P31483,1
n381623,P35637,1
n345939,Q07955,1
n386315,Q49AS9,1
n410453,Q9NZI8,1
n381623,O00425,1
n344971,Q9NZI8,1
n377740,Q9UKV8,1
n384198,Q07955,1
n406866,Q9NZI8,1
n407687,Q07955,1
n410638,B7ZL34,1
n344687,Q07955,1
n365543,Q07955,1
n376403,Q13148,1
n406900,Q15717,1
n407071,Q9UKV8,1
n345386,Q15717,1
n344778,O00425,1
n369512,Q9Y6M1,1
n410143,P35637,1
n384398,Q07955,1
n383560,Q9Y6M1,1
n344924,Q9Y6M1,1
n410072,Q07955,1
n385203,Q15717,1
n378252,Q8NDV7,1
n378252,Q9UPQ9,1
n378252,Q9HCJ0,1
n384121,O00425,1
n346372,Q07955,1
n380027,P31483,1
n382502,P31483,1
n344971,P31483,1
n379167,O00425,1
n410143,Q49AS9,1
n345222,P26599,1
n383828,P26599,1
n382687,Q96PU8,1
n385187,P26599,1
n377799,P26599,1
n380158,Q8NDV7,1
n380158,Q9UPQ9,1
n380158,Q9HCJ0,1
n406952,O00425,1
n385139,Q49AS9,1
n409672,O00425,1
n410722,Q15717,1
n381417,Q49AS9,1
n410191,Q15717,1
n368727,Q9UL18,1
n368727,Q9UKV8,1
n368727,Q9H9G7,1
n368727,Q9HCK5,1
n386737,P35637,1
n378520,Q15717,1
n378054,Q07955,1
n378287,Q15717,1
n345746,Q15717,1
n345981,Q9HCE1,1
n382207,P35637,1
n381846,Q49AS9,1
n344618,P31483,1
n345449,Q9UL18,1
n345449,Q9UKV8,1
n345449,Q9H9G7,1
n345449,Q9HCK5,1
n372578,Q86X94,1
n379841,P35637,1
n344894,O00425,1
n409442,Q15717,1
n376189,Q15717,1
n386641,Q9UKV8,1
n382687,Q15717,1
n378384,Q49AS9,1
n345424,Q13148,1
n376504,Q15717,1
n386466,Q15717,1
n385240,P35637,1
n344996,Q9NZI8,1
n379310,P35637,1
n385813,Q9HCE1,1
n385725,Q13148,1
n363933,P31483,1
n379622,Q13148,1
n346370,Q9Y6M1,1
n345437,P26599,1
n387719,P35637,1
n409683,Q9NZI8,1
n383234,Q9NZI8,1
n382094,Q9UL18,1
n382094,Q9UKV8,1
n382094,Q9H9G7,1
n382094,Q9HCK5,1
n406191,Q07955,1
n345751,Q9NZI8,1
n407465,Q9Y6M1,1
n406569,Q07955,1
n377665,Q15717,1
n382635,Q07955,1
n410487,O00425,1
n387397,Q13148,1
n409368,Q07955,1
n368610,Q15717,1
n387063,Q13148,1
n381417,Q15717,1
n385468,Q9Y6M1,1
n386362,Q01844,1
n346535,Q13148,1
n381586,Q49AS9,1
n377506,Q15717,1
n371673,Q9Y6M1,1
n344758,P26599,1
n411678,Q07955,1
n381443,P26599,1
n405566,Q15717,1
n381945,Q07955,1
n383805,Q01844,1
n345916,Q07955,1
n380693,P35637,1
n367650,P26599,1
n378002,Q49AS9,1
n345685,Q49AS9,1
n379288,Q49AS9,1
n377660,Q15717,1
n384686,Q15717,1
n405569,Q15717,1
n406266,P26599,1
n410638,O00425,1
n345385,Q15717,1
n387614,Q07955,1
n382702,Q07955,1
n407180,Q49AS9,1
n383032,Q15717,1
n364139,Q07955,1
n386067,Q07955,1
n376366,P26599,1
n405968,Q07955,1
n378414,Q15717,1
n386512,Q15717,1
n383080,O00425,1
n409250,Q07955,1
n385512,Q15717,1
n378277,Q07955,1
n406422,Q15717,1
n345232,Q15717,1
n378108,Q13148,1
n386454,P35637,1
n382512,Q07955,1
n381586,P31483,1
n344540,P26599,1
n384327,Q15717,1
n377897,Q9Y6M1,1
n369505,P35637,1
n385725,Q15717,1
n410565,P31483,1
n386328,Q9NZI8,1
n382670,Q07955,1
n382184,Q9Y6M1,1
n384690,Q15717,1
n375212,P35637,1
n406782,Q07955,1
n406900,Q13148,1
n408239,Q9NZI8,1
n386353,Q9NZI8,1
n381011,Q96PU8,1
n344768,Q9HCE1,1
n383551,Q15717,1
n344860,Q15717,1
n385302,Q9HCE1,1
n373865,P35637,1
n383509,P35637,1
n345694,Q9UKV8,1
n387128,Q07955,1
n381351,Q86X94,1
n344748,Q49AS9,1
n409143,P35637,1
n385813,Q15717,1
n381409,Q8NDV7,1
n381409,Q9UPQ9,1
n381409,Q9HCJ0,1
n377740,Q15717,1
n386592,O00425,1
n382953,Q07955,1
n382918,Q15717,1
n374652,Q15717,1
n406409,Q9UKV8,1
n382918,Q9HCE1,1
n380761,Q9UKV8,1
n346385,Q9Y6M1,1
n405893,Q07955,1
n379167,Q86X94,1
n383186,Q9HCE1,1
n384625,P31483,1
n407210,Q15717,1
n377736,Q07955,1
n377360,Q9Y6M1,1
n387063,Q49AS9,1
n344986,Q13148,1
n344675,Q13148,1
n382184,Q15717,1
n344659,P35637,1
n345161,P35637,1
n383080,Q07955,1
n371673,Q9NZI8,1
n385318,P31483,1
n345421,Q49AS9,1
n381720,P26599,1
n345386,Q9Y6M1,1
n385685,Q8NDV7,1
n385685,Q9UPQ9,1
n385685,Q9HCJ0,1
n378218,Q49AS9,1
n406480,O00425,1
n344778,Q86X94,1
n345696,Q49AS9,1
n410488,Q07955,1
n382553,O00425,1
n381623,Q9NZI8,1
n382918,P35637,1
n410249,Q15717,1
n378945,Q15717,1
n344972,Q49AS9,1
n345221,Q07955,1
n346110,Q07955,1
n344745,Q9Y6M1,1
n378353,Q15717,1
n346128,Q9UKV8,1
n346171,Q07955,1
n375522,Q07955,1
n379574,P26599,1
n344778,Q9NZI8,1
n346211,Q15717,1
n382037,Q49AS9,1
n382148,Q15717,1
n378503,Q15717,1
n386524,O00425,1
n377639,Q9Y6M1,1
n406246,Q07955,1
n410565,O00425,1
n379630,Q49AS9,1
n379593,O00425,1
n406404,O00425,1
n406346,Q15717,1
n386682,Q9NZI8,1
n345334,Q13148,1
n369879,Q15717,1
n386176,Q07955,1
n381344,O00425,1
n345966,O00425,1
n372953,Q9Y6M1,1
n344649,Q15717,1
n344949,O00425,1
n384228,Q15717,1
n345040,Q13148,1
n409235,Q07955,1
n386034,O43251,1
n370709,Q86X94,1
n381786,Q15717,1
n345777,O00425,1
n384496,O00425,1
n370571,Q49AS9,1
n383186,Q13148,1
n382312,Q01844,1
n344748,O00425,1
n369808,Q49AS9,1
n345473,Q01844,1
n409672,P35637,1
n382000,Q07955,1
n378912,Q15717,1
n345873,P31483,1
n384213,Q15717,1
n375477,Q15717,1
n382428,Q07955,1
n406416,Q15717,1
n344659,O00425,1
n410143,P31483,1
n386976,Q9NZI8,1
n372030,Q49AS9,1
n346465,P35637,1
n405468,Q07955,1
n377665,Q15717,1
n344658,Q9UKV8,1
n344907,Q13148,1
n346101,P31483,1
n384625,Q15717,1
n344995,P35637,1
n384430,Q9NZI8,1
n381351,P35637,1
n379122,Q15717,1
n377897,Q15717,1
n387116,Q15717,1
n409334,P31483,1
n408051,P31483,1
n408277,O00425,1
n380399,Q15717,1
n386477,Q13148,1
n384480,Q49AS9,1
n377818,P31483,1
n387719,Q15717,1
n410143,Q9Y6M1,1
n385511,Q86X94,1
n407444,Q07955,1
n383802,Q49AS9,1
n382181,P26599,1
n344490,Q13148,1
n383191,Q15717,1
n346430,P35637,1
n345800,Q49AS9,1
n377310,Q9NZI8,1
n345110,P35637,1
n387634,Q07955,1
n405981,Q07955,1
n381037,Q07955,1
n344618,Q49AS9,1
n387063,P35637,1
n384227,Q9HCE1,1
n407566,Q07955,1
n407125,O00425,1
n379132,Q07955,1
n372685,Q49AS9,1
n383076,P26599,1
n376314,P35637,1
n409672,Q9NZI8,1
n345026,Q15717,1
n406274,Q15717,1
n387719,Q01844,1
n385130,Q9NZI8,1
n344534,Q15717,1
n345138,Q9UL18,1
n345138,Q9UKV8,1
n345138,Q9H9G7,1
n345138,Q9HCK5,1
n344693,Q15717,1
n408131,Q9Y6M1,1
n377813,Q15717,1
n376534,Q9Y6M1,1
n407413,Q07955,1
n386362,Q9Y6M1,1
n346535,Q15717,1
n383172,Q13148,1
n346296,Q49AS9,1
n378068,Q9UL18,1
n378068,Q9UKV8,1
n378068,Q9H9G7,1
n378068,Q9HCK5,1
n383057,Q49AS9,1
n379566,Q07955,1
n409499,Q15717,1
n385727,Q49AS9,1
n386164,Q15717,1
n345685,Q15717,1
n407550,Q9UKV8,1
n410638,Q15717,1
n381417,Q9UKV8,1
n406847,Q07955,1
n344808,Q9UL18,1
n344808,Q9UKV8,1
n344808,Q9H9G7,1
n344808,Q9HCK5,1
n384936,Q01844,1
n344720,Q9Y6M1,1
n378517,Q15717,1
n406847,Q49AS9,1
n345222,Q15717,1
n379114,Q49AS9,1
n385195,Q07955,1
n386332,Q13148,1
n408119,Q49AS9,1
n382989,Q01844,1
n371778,Q15717,1
n374751,P35637,1
n371301,Q15717,1
n382502,O00425,1
n346040,Q07955,1
n346517,Q07955,1
n344585,Q15717,1
n378353,Q49AS9,1
n386343,P31483,1
n384395,P26599,1
n366788,P26599,1
n371934,Q15717,1
n383211,Q49AS9,1
n383460,Q9Y6M1,1
n381981,Q07955,1
n410108,Q15717,1
n407659,O00425,1
n386976,Q9Y6M1,1
n383560,P35637,1
n345670,Q01844,1
n375270,Q15717,1
n379212,Q49AS9,1
n408353,Q15717,1
n376010,P35637,1
n381011,P31483,1
n372578,P35637,1
n381022,O00425,1
n383040,Q9NZI8,1
n384233,Q49AS9,1
n368044,Q86X94,1
n384754,Q15717,1
n346238,Q07955,1
n410167,P26599,1
n385730,Q9Y6M1,1
n345041,Q9NZI8,1
n406247,Q07955,1
n346067,Q07955,1
n346177,P31483,1
n382502,Q9NZI8,1
n385488,Q15717,1
