Query_Seq_ID,Target_Seq_ID,Align_Score,Normalize_Score,Identity,Similarity 
n375747,n344472,328.0,0.13,191/597 (32.0%),233/597 (39.0%)
n344472,n375748,345.0,0.14,233/817 (28.5%),289/817 (35.4%)
n375748,n344472,345.0,0.14,233/817 (28.5%),289/817 (35.4%)
n344472,n375802,343.5,0.13,213/614 (34.7%),254/614 (41.4%)
n375802,n344472,343.5,0.13,213/614 (34.7%),254/614 (41.4%)
n344472,n375854,513.5,0.20,258/833 (31.0%),339/833 (40.7%)
n375854,n344472,513.5,0.20,258/833 (31.0%),339/833 (40.7%)
n344472,n375857,543.5,0.22,256/825 (31.0%),349/825 (42.3%)
n375857,n344472,543.5,0.22,256/825 (31.0%),349/825 (42.3%)
n344472,n375935,442.5,0.18,207/657 (31.5%),285/657 (43.4%)
n375935,n344472,442.5,0.18,207/657 (31.5%),285/657 (43.4%)
n344472,n375968,534.0,0.21,231/774 (29.8%),315/774 (40.7%)
n375968,n344472,534.0,0.21,231/774 (29.8%),315/774 (40.7%)
n344472,n376010,514.0,0.20,237/769 (30.8%),327/769 (42.5%)
n376010,n344472,514.0,0.20,237/769 (30.8%),327/769 (42.5%)
n344472,n376049,556.5,0.22,258/934 (27.6%),356/934 (38.1%)
n376049,n344472,556.5,0.22,258/934 (27.6%),356/934 (38.1%)
n344472,n376188,523.0,0.21,252/890 (28.3%),348/890 (39.1%)
n376188,n344472,523.0,0.21,252/890 (28.3%),348/890 (39.1%)
n344472,n376189,527.5,0.21,225/799 (28.2%),323/799 (40.4%)
n376189,n344472,527.5,0.21,225/799 (28.2%),323/799 (40.4%)
n344472,n376203,401.0,0.16,195/630 (31.0%),247/630 (39.2%)
n376203,n344472,401.0,0.16,195/630 (31.0%),247/630 (39.2%)
n344472,n376207,499.5,0.20,264/885 (29.8%),353/885 (39.9%)
n376207,n344472,499.5,0.20,264/885 (29.8%),353/885 (39.9%)
n344472,n376215,478.0,0.19,218/756 (28.8%),313/756 (41.4%)
n376215,n344472,478.0,0.19,218/756 (28.8%),313/756 (41.4%)
n344472,n376248,335.0,0.13,147/502 (29.3%),219/502 (43.6%)
n376248,n344472,335.0,0.13,147/502 (29.3%),219/502 (43.6%)
n344472,n376275,440.5,0.17,189/609 (31.0%),267/609 (43.8%)
n376275,n344472,440.5,0.17,189/609 (31.0%),267/609 (43.8%)
n344472,n376313,480.5,0.19,227/684 (33.2%),307/684 (44.9%)
n376313,n344472,480.5,0.19,227/684 (33.2%),307/684 (44.9%)
n344472,n376314,560.0,0.22,224/741 (30.2%),326/741 (44.0%)
n376314,n344472,560.0,0.22,224/741 (30.2%),326/741 (44.0%)
n344472,n376336,505.5,0.20,234/745 (31.4%),318/745 (42.7%)
n376336,n344472,505.5,0.20,234/745 (31.4%),318/745 (42.7%)
n344472,n376366,545.0,0.22,244/712 (34.3%),332/712 (46.6%)
n376366,n344472,545.0,0.22,244/712 (34.3%),332/712 (46.6%)
n344472,n376380,536.5,0.21,228/721 (31.6%),327/721 (45.4%)
n376380,n344472,536.5,0.21,228/721 (31.6%),327/721 (45.4%)
n344472,n376381,548.5,0.22,250/953 (26.2%),351/953 (36.8%)
n376381,n344472,548.5,0.22,250/953 (26.2%),351/953 (36.8%)
n344472,n376384,496.5,0.20,242/835 (29.0%),322/835 (38.6%)
n376384,n344472,496.5,0.20,242/835 (29.0%),322/835 (38.6%)
n344472,n376398,528.0,0.21,237/947 (25.0%),334/947 (35.3%)
n376398,n344472,528.0,0.21,237/947 (25.0%),334/947 (35.3%)
n344472,n376402,241.0,0.09,149/581 (25.6%),211/581 (36.3%)
n376402,n344472,241.0,0.09,149/581 (25.6%),211/581 (36.3%)
n344472,n376403,188.0,0.07,98/362 (27.1%),140/362 (38.7%)
n376403,n344472,188.0,0.07,98/362 (27.1%),140/362 (38.7%)
n344472,n376411,458.5,0.18,257/821 (31.3%),335/821 (40.8%)
n376411,n344472,458.5,0.18,257/821 (31.3%),335/821 (40.8%)
n344472,n376420,514.0,0.20,262/957 (27.4%),355/957 (37.1%)
n376420,n344472,514.0,0.20,262/957 (27.4%),355/957 (37.1%)
n344472,n376424,477.5,0.19,246/872 (28.2%),331/872 (38.0%)
n376424,n344472,477.5,0.19,246/872 (28.2%),331/872 (38.0%)
n344472,n376425,408.0,0.16,180/541 (33.3%),241/541 (44.5%)
n376425,n344472,408.0,0.16,180/541 (33.3%),241/541 (44.5%)
n344472,n376433,501.5,0.20,244/835 (29.2%),334/835 (40.0%)
n376433,n344472,501.5,0.20,244/835 (29.2%),334/835 (40.0%)
n344472,n376434,451.0,0.18,237/811 (29.2%),327/811 (40.3%)
n376434,n344472,451.0,0.18,237/811 (29.2%),327/811 (40.3%)
n344472,n376473,463.5,0.18,211/899 (23.5%),320/899 (35.6%)
n376473,n344472,463.5,0.18,211/899 (23.5%),320/899 (35.6%)
n344472,n376477,543.0,0.22,247/845 (29.2%),345/845 (40.8%)
n376477,n344472,543.0,0.22,247/845 (29.2%),345/845 (40.8%)
n344472,n376502,517.0,0.21,240/855 (28.1%),336/855 (39.3%)
n376502,n344472,517.0,0.21,240/855 (28.1%),336/855 (39.3%)
n344472,n376504,389.0,0.15,165/567 (29.1%),254/567 (44.8%)
n376504,n344472,389.0,0.15,165/567 (29.1%),254/567 (44.8%)
n344472,n376518,589.5,0.24,267/927 (28.8%),357/927 (38.5%)
n376518,n344472,589.5,0.24,267/927 (28.8%),357/927 (38.5%)
n344472,n376522,537.5,0.21,244/890 (27.4%),352/890 (39.6%)
n376522,n344472,537.5,0.21,244/890 (27.4%),352/890 (39.6%)
n344472,n376534,512.5,0.20,240/952 (25.2%),345/952 (36.2%)
n376534,n344472,512.5,0.20,240/952 (25.2%),345/952 (36.2%)
n344472,n376544,572.5,0.23,247/875 (28.2%),344/875 (39.3%)
n376544,n344472,572.5,0.23,247/875 (28.2%),344/875 (39.3%)
n344472,n376590,549.5,0.22,246/742 (33.2%),331/742 (44.6%)
n376590,n344472,549.5,0.22,246/742 (33.2%),331/742 (44.6%)
n344472,n376755,478.0,0.19,192/621 (30.9%),266/621 (42.8%)
n376755,n344472,478.0,0.19,192/621 (30.9%),266/621 (42.8%)
n344472,n376779,599.5,0.24,251/824 (30.5%),336/824 (40.8%)
n376779,n344472,599.5,0.24,251/824 (30.5%),336/824 (40.8%)
n344472,n376979,500.0,0.20,235/829 (28.3%),336/829 (40.5%)
n376979,n344472,500.0,0.20,235/829 (28.3%),336/829 (40.5%)
n344472,n376985,541.5,0.22,244/891 (27.4%),344/891 (38.6%)
n376985,n344472,541.5,0.22,244/891 (27.4%),344/891 (38.6%)
n344472,n376991,472.5,0.19,225/699 (32.2%),295/699 (42.2%)
n376991,n344472,472.5,0.19,225/699 (32.2%),295/699 (42.2%)
n344472,n377015,538.5,0.21,215/709 (30.3%),307/709 (43.3%)
n377015,n344472,538.5,0.21,215/709 (30.3%),307/709 (43.3%)
n344472,n377137,574.0,0.23,255/810 (31.5%),344/810 (42.5%)
n377137,n344472,574.0,0.23,255/810 (31.5%),344/810 (42.5%)
n344472,n377170,484.0,0.19,252/942 (26.8%),329/942 (34.9%)
n377170,n344472,484.0,0.19,252/942 (26.8%),329/942 (34.9%)
n344472,n377214,533.0,0.21,267/924 (28.9%),371/924 (40.2%)
n377214,n344472,533.0,0.21,267/924 (28.9%),371/924 (40.2%)
n344472,n377217,576.5,0.23,243/808 (30.1%),346/808 (42.8%)
n377217,n344472,576.5,0.23,243/808 (30.1%),346/808 (42.8%)
n344472,n377236,446.0,0.18,223/681 (32.7%),294/681 (43.2%)
n377236,n344472,446.0,0.18,223/681 (32.7%),294/681 (43.2%)
n344472,n377254,146.0,0.05,131/530 (24.7%),171/530 (32.3%)
n377254,n344472,146.0,0.05,131/530 (24.7%),171/530 (32.3%)
n344472,n377284,539.0,0.21,251/866 (29.0%),342/866 (39.5%)
n377284,n344472,539.0,0.21,251/866 (29.0%),342/866 (39.5%)
n344472,n377290,474.0,0.19,235/934 (25.2%),330/934 (35.3%)
n377290,n344472,474.0,0.19,235/934 (25.2%),330/934 (35.3%)
n344472,n377295,527.5,0.21,231/753 (30.7%),318/753 (42.2%)
n377295,n344472,527.5,0.21,231/753 (30.7%),318/753 (42.2%)
n344472,n377300,532.0,0.21,257/838 (30.7%),341/838 (40.7%)
n377300,n344472,532.0,0.21,257/838 (30.7%),341/838 (40.7%)
n344472,n377310,608.0,0.24,279/1041 (26.8%),382/1041 (36.7%)
n377310,n344472,608.0,0.24,279/1041 (26.8%),382/1041 (36.7%)
n344472,n377360,608.0,0.24,279/1041 (26.8%),382/1041 (36.7%)
n377360,n344472,608.0,0.24,279/1041 (26.8%),382/1041 (36.7%)
n344472,n377416,312.0,0.12,153/499 (30.7%),202/499 (40.5%)
n377416,n344472,312.0,0.12,153/499 (30.7%),202/499 (40.5%)
n344472,n377427,532.0,0.21,257/838 (30.7%),341/838 (40.7%)
n377427,n344472,532.0,0.21,257/838 (30.7%),341/838 (40.7%)
n344472,n377456,528.5,0.21,268/930 (28.8%),350/930 (37.6%)
n377456,n344472,528.5,0.21,268/930 (28.8%),350/930 (37.6%)
n344472,n377506,524.5,0.21,249/885 (28.1%),341/885 (38.5%)
n377506,n344472,524.5,0.21,249/885 (28.1%),341/885 (38.5%)
n344472,n377541,510.0,0.20,268/863 (31.1%),345/863 (40.0%)
n377541,n344472,510.0,0.20,268/863 (31.1%),345/863 (40.0%)
n344472,n377576,584.5,0.23,257/887 (29.0%),344/887 (38.8%)
n377576,n344472,584.5,0.23,257/887 (29.0%),344/887 (38.8%)
n344472,n377577,561.0,0.22,267/959 (27.8%),362/959 (37.7%)
n377577,n344472,561.0,0.22,267/959 (27.8%),362/959 (37.7%)
n344472,n377616,572.5,0.23,270/1067 (25.3%),371/1067 (34.8%)
n377616,n344472,572.5,0.23,270/1067 (25.3%),371/1067 (34.8%)
n344472,n377639,534.5,0.21,235/877 (26.8%),344/877 (39.2%)
n377639,n344472,534.5,0.21,235/877 (26.8%),344/877 (39.2%)
n344472,n377642,493.0,0.20,255/831 (30.7%),338/831 (40.7%)
n377642,n344472,493.0,0.20,255/831 (30.7%),338/831 (40.7%)
n344472,n377651,515.0,0.20,245/815 (30.1%),339/815 (41.6%)
n377651,n344472,515.0,0.20,245/815 (30.1%),339/815 (41.6%)
n344472,n377656,498.0,0.20,235/680 (34.6%),314/680 (46.2%)
n377656,n344472,498.0,0.20,235/680 (34.6%),314/680 (46.2%)
n344472,n377659,466.0,0.18,255/992 (25.7%),321/992 (32.4%)
n377659,n344472,466.0,0.18,255/992 (25.7%),321/992 (32.4%)
n344472,n377660,433.0,0.17,246/760 (32.4%),300/760 (39.5%)
n377660,n344472,433.0,0.17,246/760 (32.4%),300/760 (39.5%)
n344472,n377664,489.5,0.19,213/651 (32.7%),300/651 (46.1%)
n377664,n344472,489.5,0.19,213/651 (32.7%),300/651 (46.1%)
n344472,n377665,539.5,0.21,217/837 (25.9%),325/837 (38.8%)
n377665,n344472,539.5,0.21,217/837 (25.9%),325/837 (38.8%)
n344472,n377669,549.0,0.22,266/1087 (24.5%),369/1087 (33.9%)
n377669,n344472,549.0,0.22,266/1087 (24.5%),369/1087 (33.9%)
n344472,n377670,533.0,0.21,225/739 (30.4%),321/739 (43.4%)
n377670,n344472,533.0,0.21,225/739 (30.4%),321/739 (43.4%)
n344472,n377672,389.5,0.15,184/597 (30.8%),251/597 (42.0%)
n377672,n344472,389.5,0.15,184/597 (30.8%),251/597 (42.0%)
n344472,n377677,547.0,0.22,244/869 (28.1%),333/869 (38.3%)
n377677,n344472,547.0,0.22,244/869 (28.1%),333/869 (38.3%)
n344472,n377678,518.5,0.21,262/839 (31.2%),334/839 (39.8%)
n377678,n344472,518.5,0.21,262/839 (31.2%),334/839 (39.8%)
n344472,n377680,489.5,0.19,247/934 (26.4%),352/934 (37.7%)
n377680,n344472,489.5,0.19,247/934 (26.4%),352/934 (37.7%)
n344472,n377683,553.5,0.22,262/877 (29.9%),353/877 (40.3%)
n377683,n344472,553.5,0.22,262/877 (29.9%),353/877 (40.3%)
n344472,n377684,526.0,0.21,256/932 (27.5%),356/932 (38.2%)
n377684,n344472,526.0,0.21,256/932 (27.5%),356/932 (38.2%)
n344472,n377707,458.0,0.18,252/827 (30.5%),320/827 (38.7%)
n377707,n344472,458.0,0.18,252/827 (30.5%),320/827 (38.7%)
n344472,n377717,505.5,0.20,225/775 (29.0%),312/775 (40.3%)
n377717,n344472,505.5,0.20,225/775 (29.0%),312/775 (40.3%)
n344472,n377720,601.0,0.24,253/959 (26.4%),349/959 (36.4%)
n377720,n344472,601.0,0.24,253/959 (26.4%),349/959 (36.4%)
n344472,n377736,560.5,0.22,258/864 (29.9%),352/864 (40.7%)
n377736,n344472,560.5,0.22,258/864 (29.9%),352/864 (40.7%)
n344472,n377740,561.0,0.22,262/913 (28.7%),357/913 (39.1%)
n377740,n344472,561.0,0.22,262/913 (28.7%),357/913 (39.1%)
n344472,n377766,523.5,0.21,248/888 (27.9%),340/888 (38.3%)
n377766,n344472,523.5,0.21,248/888 (27.9%),340/888 (38.3%)
n344472,n377769,520.0,0.21,248/925 (26.8%),344/925 (37.2%)
n377769,n344472,520.0,0.21,248/925 (26.8%),344/925 (37.2%)
n344472,n377771,557.5,0.22,269/824 (32.6%),343/824 (41.6%)
n377771,n344472,557.5,0.22,269/824 (32.6%),343/824 (41.6%)
n344472,n377788,381.0,0.15,188/565 (33.3%),252/565 (44.6%)
n377788,n344472,381.0,0.15,188/565 (33.3%),252/565 (44.6%)
n344472,n377795,546.0,0.22,242/734 (33.0%),316/734 (43.1%)
n377795,n344472,546.0,0.22,242/734 (33.0%),316/734 (43.1%)
n344472,n377799,506.5,0.20,218/787 (27.7%),316/787 (40.2%)
n377799,n344472,506.5,0.20,218/787 (27.7%),316/787 (40.2%)
n344472,n377809,552.5,0.22,264/806 (32.8%),342/806 (42.4%)
n377809,n344472,552.5,0.22,264/806 (32.8%),342/806 (42.4%)
n344472,n377813,214.5,0.08,88/317 (27.8%),132/317 (41.6%)
n377813,n344472,214.5,0.08,88/317 (27.8%),132/317 (41.6%)
n344472,n377818,567.5,0.23,247/867 (28.5%),342/867 (39.4%)
n377818,n344472,567.5,0.23,247/867 (28.5%),342/867 (39.4%)
n344472,n377827,504.5,0.20,235/900 (26.1%),331/900 (36.8%)
n377827,n344472,504.5,0.20,235/900 (26.1%),331/900 (36.8%)
n344472,n377834,559.5,0.22,257/932 (27.6%),355/932 (38.1%)
n377834,n344472,559.5,0.22,257/932 (27.6%),355/932 (38.1%)
n344472,n377837,567.5,0.23,247/867 (28.5%),342/867 (39.4%)
n377837,n344472,567.5,0.23,247/867 (28.5%),342/867 (39.4%)
n344472,n377859,464.5,0.18,228/792 (28.8%),308/792 (38.9%)
n377859,n344472,464.5,0.18,228/792 (28.8%),308/792 (38.9%)
n344472,n377862,538.0,0.21,254/908 (28.0%),351/908 (38.7%)
n377862,n344472,538.0,0.21,254/908 (28.0%),351/908 (38.7%)
n344472,n377873,570.5,0.23,277/966 (28.7%),359/966 (37.2%)
n377873,n344472,570.5,0.23,277/966 (28.7%),359/966 (37.2%)
n344472,n377897,526.0,0.21,270/1000 (27.0%),357/1000 (35.7%)
n377897,n344472,526.0,0.21,270/1000 (27.0%),357/1000 (35.7%)
n344472,n377912,499.5,0.20,231/885 (26.1%),330/885 (37.3%)
n377912,n344472,499.5,0.20,231/885 (26.1%),330/885 (37.3%)
n344472,n377916,518.5,0.21,249/819 (30.4%),335/819 (40.9%)
n377916,n344472,518.5,0.21,249/819 (30.4%),335/819 (40.9%)
n344472,n377919,414.5,0.16,188/686 (27.4%),269/686 (39.2%)
n377919,n344472,414.5,0.16,188/686 (27.4%),269/686 (39.2%)
n344472,n377923,542.5,0.22,269/963 (27.9%),357/963 (37.1%)
n377923,n344472,542.5,0.22,269/963 (27.9%),357/963 (37.1%)
n344472,n377932,511.0,0.20,215/788 (27.3%),301/788 (38.2%)
n377932,n344472,511.0,0.20,215/788 (27.3%),301/788 (38.2%)
n344472,n377954,264.0,0.10,138/444 (31.1%),188/444 (42.3%)
n377954,n344472,264.0,0.10,138/444 (31.1%),188/444 (42.3%)
n344472,n377981,442.0,0.18,210/641 (32.8%),295/641 (46.0%)
n377981,n344472,442.0,0.18,210/641 (32.8%),295/641 (46.0%)
n344472,n377982,422.0,0.17,217/700 (31.0%),289/700 (41.3%)
n377982,n344472,422.0,0.17,217/700 (31.0%),289/700 (41.3%)
n344472,n377986,526.0,0.21,267/1028 (26.0%),354/1028 (34.4%)
n377986,n344472,526.0,0.21,267/1028 (26.0%),354/1028 (34.4%)
n344472,n377988,430.5,0.17,241/819 (29.4%),329/819 (40.2%)
n377988,n344472,430.5,0.17,241/819 (29.4%),329/819 (40.2%)
n344472,n378002,518.5,0.21,232/887 (26.2%),321/887 (36.2%)
n378002,n344472,518.5,0.21,232/887 (26.2%),321/887 (36.2%)
n344472,n378007,534.0,0.21,259/1089 (23.8%),364/1089 (33.4%)
n378007,n344472,534.0,0.21,259/1089 (23.8%),364/1089 (33.4%)
n344472,n378019,565.0,0.23,263/1070 (24.6%),361/1070 (33.7%)
n378019,n344472,565.0,0.23,263/1070 (24.6%),361/1070 (33.7%)
n344472,n378039,513.5,0.20,220/729 (30.2%),308/729 (42.2%)
n378039,n344472,513.5,0.20,220/729 (30.2%),308/729 (42.2%)
n344472,n378054,421.0,0.17,171/559 (30.6%),240/559 (42.9%)
n378054,n344472,421.0,0.17,171/559 (30.6%),240/559 (42.9%)
n344472,n378063,547.0,0.22,220/666 (33.0%),317/666 (47.6%)
n378063,n344472,547.0,0.22,220/666 (33.0%),317/666 (47.6%)
n344472,n378068,502.5,0.20,242/891 (27.2%),341/891 (38.3%)
n378068,n344472,502.5,0.20,242/891 (27.2%),341/891 (38.3%)
n344472,n378090,505.0,0.20,255/957 (26.6%),347/957 (36.3%)
n378090,n344472,505.0,0.20,255/957 (26.6%),347/957 (36.3%)
n344472,n378094,436.0,0.17,195/721 (27.0%),285/721 (39.5%)
n378094,n344472,436.0,0.17,195/721 (27.0%),285/721 (39.5%)
n344472,n378100,540.0,0.21,230/762 (30.2%),328/762 (43.0%)
n378100,n344472,540.0,0.21,230/762 (30.2%),328/762 (43.0%)
n344472,n378107,499.0,0.20,233/755 (30.9%),319/755 (42.3%)
n378107,n344472,499.0,0.20,233/755 (30.9%),319/755 (42.3%)
n344472,n378108,453.0,0.18,201/709 (28.3%),289/709 (40.8%)
n378108,n344472,453.0,0.18,201/709 (28.3%),289/709 (40.8%)
n344472,n378125,580.0,0.23,244/769 (31.7%),339/769 (44.1%)
n378125,n344472,580.0,0.23,244/769 (31.7%),339/769 (44.1%)
n344472,n378136,400.5,0.16,219/583 (37.6%),276/583 (47.3%)
n378136,n344472,400.5,0.16,219/583 (37.6%),276/583 (47.3%)
n344472,n378190,492.5,0.20,231/801 (28.8%),321/801 (40.1%)
n378190,n344472,492.5,0.20,231/801 (28.8%),321/801 (40.1%)
n344472,n378201,447.0,0.18,201/583 (34.5%),268/583 (46.0%)
n378201,n344472,447.0,0.18,201/583 (34.5%),268/583 (46.0%)
n344472,n378218,472.0,0.19,226/709 (31.9%),311/709 (43.9%)
n378218,n344472,472.0,0.19,226/709 (31.9%),311/709 (43.9%)
n344472,n378238,529.0,0.21,238/823 (28.9%),334/823 (40.6%)
n378238,n344472,529.0,0.21,238/823 (28.9%),334/823 (40.6%)
n344472,n378247,507.5,0.20,233/789 (29.5%),342/789 (43.3%)
n378247,n344472,507.5,0.20,233/789 (29.5%),342/789 (43.3%)
n344472,n378252,496.5,0.20,214/735 (29.1%),313/735 (42.6%)
n378252,n344472,496.5,0.20,214/735 (29.1%),313/735 (42.6%)
n344472,n378273,558.0,0.22,268/994 (27.0%),368/994 (37.0%)
n378273,n344472,558.0,0.22,268/994 (27.0%),368/994 (37.0%)
n344472,n378277,489.0,0.19,242/776 (31.2%),333/776 (42.9%)
n378277,n344472,489.0,0.19,242/776 (31.2%),333/776 (42.9%)
n344472,n378279,563.5,0.22,266/1030 (25.8%),361/1030 (35.0%)
n378279,n344472,563.5,0.22,266/1030 (25.8%),361/1030 (35.0%)
n344472,n378287,534.0,0.21,212/693 (30.6%),311/693 (44.9%)
n378287,n344472,534.0,0.21,212/693 (30.6%),311/693 (44.9%)
n344472,n378313,510.5,0.20,243/749 (32.4%),329/749 (43.9%)
n378313,n344472,510.5,0.20,243/749 (32.4%),329/749 (43.9%)
n344472,n378317,546.5,0.22,256/802 (31.9%),335/802 (41.8%)
n378317,n344472,546.5,0.22,256/802 (31.9%),335/802 (41.8%)
n344472,n378350,575.5,0.23,234/740 (31.6%),322/740 (43.5%)
n378350,n344472,575.5,0.23,234/740 (31.6%),322/740 (43.5%)
n344472,n378352,564.0,0.22,224/851 (26.3%),329/851 (38.7%)
n378352,n344472,564.0,0.22,224/851 (26.3%),329/851 (38.7%)
n344472,n378353,531.0,0.21,229/827 (27.7%),338/827 (40.9%)
n378353,n344472,531.0,0.21,229/827 (27.7%),338/827 (40.9%)
n344472,n378366,510.5,0.20,253/946 (26.7%),357/946 (37.7%)
n378366,n344472,510.5,0.20,253/946 (26.7%),357/946 (37.7%)
n344472,n378377,598.5,0.24,258/875 (29.5%),353/875 (40.3%)
n378377,n344472,598.5,0.24,258/875 (29.5%),353/875 (40.3%)
n344472,n378384,527.5,0.21,259/875 (29.6%),344/875 (39.3%)
n378384,n344472,527.5,0.21,259/875 (29.6%),344/875 (39.3%)
n344472,n378390,440.5,0.17,202/642 (31.5%),276/642 (43.0%)
n378390,n344472,440.5,0.17,202/642 (31.5%),276/642 (43.0%)
n344472,n378414,526.0,0.21,250/918 (27.2%),347/918 (37.8%)
n378414,n344472,526.0,0.21,250/918 (27.2%),347/918 (37.8%)
n344472,n378431,516.0,0.21,244/846 (28.8%),340/846 (40.2%)
n378431,n344472,516.0,0.21,244/846 (28.8%),340/846 (40.2%)
n344472,n378478,534.5,0.21,234/750 (31.2%),321/750 (42.8%)
n378478,n344472,534.5,0.21,234/750 (31.2%),321/750 (42.8%)
n344472,n378490,559.5,0.22,243/782 (31.1%),334/782 (42.7%)
n378490,n344472,559.5,0.22,243/782 (31.1%),334/782 (42.7%)
n344472,n378503,558.0,0.22,225/818 (27.5%),324/818 (39.6%)
n378503,n344472,558.0,0.22,225/818 (27.5%),324/818 (39.6%)
n344472,n378507,482.0,0.19,263/987 (26.6%),354/987 (35.9%)
n378507,n344472,482.0,0.19,263/987 (26.6%),354/987 (35.9%)
n344472,n378509,459.5,0.18,221/698 (31.7%),292/698 (41.8%)
n378509,n344472,459.5,0.18,221/698 (31.7%),292/698 (41.8%)
n344472,n378515,432.0,0.17,229/754 (30.4%),305/754 (40.5%)
n378515,n344472,432.0,0.17,229/754 (30.4%),305/754 (40.5%)
n344472,n378517,572.5,0.23,275/1187 (23.2%),383/1187 (32.3%)
n378517,n344472,572.5,0.23,275/1187 (23.2%),383/1187 (32.3%)
n344472,n378520,491.0,0.20,216/722 (29.9%),299/722 (41.4%)
n378520,n344472,491.0,0.20,216/722 (29.9%),299/722 (41.4%)
n344472,n378555,498.5,0.20,240/925 (25.9%),339/925 (36.6%)
n378555,n344472,498.5,0.20,240/925 (25.9%),339/925 (36.6%)
n344472,n378567,558.0,0.22,235/897 (26.2%),348/897 (38.8%)
n378567,n344472,558.0,0.22,235/897 (26.2%),348/897 (38.8%)
n344472,n378572,538.5,0.21,215/763 (28.2%),320/763 (41.9%)
n378572,n344472,538.5,0.21,215/763 (28.2%),320/763 (41.9%)
n344472,n378603,517.0,0.21,248/945 (26.2%),343/945 (36.3%)
n378603,n344472,517.0,0.21,248/945 (26.2%),343/945 (36.3%)
n344472,n378619,542.5,0.22,241/807 (29.9%),336/807 (41.6%)
n378619,n344472,542.5,0.22,241/807 (29.9%),336/807 (41.6%)
n344472,n378631,246.5,0.10,138/483 (28.6%),172/483 (35.6%)
n378631,n344472,246.5,0.10,138/483 (28.6%),172/483 (35.6%)
n344472,n378699,524.0,0.21,224/727 (30.8%),302/727 (41.5%)
n378699,n344472,524.0,0.21,224/727 (30.8%),302/727 (41.5%)
n344472,n378710,595.5,0.24,259/981 (26.4%),362/981 (36.9%)
n378710,n344472,595.5,0.24,259/981 (26.4%),362/981 (36.9%)
n344472,n378714,414.0,0.16,229/853 (26.8%),316/853 (37.0%)
n378714,n344472,414.0,0.16,229/853 (26.8%),316/853 (37.0%)
n344472,n378721,492.5,0.20,244/809 (30.2%),310/809 (38.3%)
n378721,n344472,492.5,0.20,244/809 (30.2%),310/809 (38.3%)
n344472,n378726,441.0,0.17,225/736 (30.6%),298/736 (40.5%)
n378726,n344472,441.0,0.17,225/736 (30.6%),298/736 (40.5%)
n344472,n378741,528.0,0.21,246/879 (28.0%),345/879 (39.2%)
n378741,n344472,528.0,0.21,246/879 (28.0%),345/879 (39.2%)
n344472,n378749,520.0,0.21,225/656 (34.3%),305/656 (46.5%)
n378749,n344472,520.0,0.21,225/656 (34.3%),305/656 (46.5%)
n344472,n378782,502.5,0.20,221/757 (29.2%),319/757 (42.1%)
n378782,n344472,502.5,0.20,221/757 (29.2%),319/757 (42.1%)
n344472,n378795,442.0,0.18,255/836 (30.5%),325/836 (38.9%)
n378795,n344472,442.0,0.18,255/836 (30.5%),325/836 (38.9%)
n344472,n378803,537.5,0.21,231/848 (27.2%),339/848 (40.0%)
n378803,n344472,537.5,0.21,231/848 (27.2%),339/848 (40.0%)
n344472,n378840,510.5,0.20,234/729 (32.1%),312/729 (42.8%)
n378840,n344472,510.5,0.20,234/729 (32.1%),312/729 (42.8%)
n344472,n378843,583.5,0.23,252/745 (33.8%),339/745 (45.5%)
n378843,n344472,583.5,0.23,252/745 (33.8%),339/745 (45.5%)
n344472,n378866,507.0,0.20,214/797 (26.9%),318/797 (39.9%)
n378866,n344472,507.0,0.20,214/797 (26.9%),318/797 (39.9%)
n344472,n378880,518.0,0.21,233/707 (33.0%),318/707 (45.0%)
n378880,n344472,518.0,0.21,233/707 (33.0%),318/707 (45.0%)
n344472,n378912,532.5,0.21,243/697 (34.9%),317/697 (45.5%)
n378912,n344472,532.5,0.21,243/697 (34.9%),317/697 (45.5%)
n344472,n378914,577.0,0.23,271/941 (28.8%),368/941 (39.1%)
n378914,n344472,577.0,0.23,271/941 (28.8%),368/941 (39.1%)
n344472,n378945,561.0,0.22,243/832 (29.2%),329/832 (39.5%)
n378945,n344472,561.0,0.22,243/832 (29.2%),329/832 (39.5%)
n344472,n379023,529.5,0.21,235/724 (32.5%),315/724 (43.5%)
n379023,n344472,529.5,0.21,235/724 (32.5%),315/724 (43.5%)
